0.16721445	0.19668247	0.27351418	-0.15257384	-0.143032	-0.28805825	-0.053998794	-0.2909718	0.2876185	0.066916525	0.2051895	-0.20709409	0.21940406	0.11567511	0.35905987	-0.10586101
0.17384675	0.15542172	0.25364643	-0.18143559	-0.16501962	-0.25948122	-0.059072413	-0.33295238	0.31632417	0.040783674	0.16988528	-0.2867273	0.31842422	0.11895066	0.349969	-0.1208822
0.1740364	0.09895559	0.2437147	-0.16300255	-0.07786658	-0.22985856	-0.04566706	-0.197938	0.21507569	-0.042351108	0.18385671	-0.1954233	0.22677082	0.15443917	0.27495712	-0.18533672
0.22390923	0.01690316	0.2065399	-0.19238588	-0.12199995	-0.2896659	0.023705572	-0.3127295	0.3330488	-0.027029596	0.16190131	-0.2848341	0.28255734	0.1493837	0.30314696	-0.15238
0.115617484	0.111718275	0.12355803	-0.031044077	-0.014222507	-0.15468033	-0.018937532	-0.21403226	0.23992956	0.019025125	0.10009242	-0.1878959	0.15671578	0.03394376	0.21725556	-0.1082853
0.15928319	0.08930881	0.13801484	-0.0790045	-0.120355085	-0.257417	0.003221165	-0.25946793	0.22759286	-0.065420665	0.1184074	-0.21854785	0.26458043	0.117276765	0.23014472	-0.14449133
0.2040711	0.02859579	0.1706557	-0.17465773	-0.1781415	-0.20691048	0.024164662	-0.22616735	0.21878272	-0.08365058	0.16127805	-0.19501708	0.2117899	0.12657735	0.27813318	-0.15668327
0.0135526555	0.12474736	0.03930312	-0.034117	0.01963071	-0.14148363	-0.0705017	-0.103637	0.16349109	0.055169962	0.015519433	-0.04944631	0.10154407	-0.009376429	0.14957713	-0.03677396
0.07833149	0.03542032	0.12128866	-0.12201798	-0.041320316	-0.17944834	-0.044290233	-0.16253994	0.19905911	0.03531142	0.048194725	-0.15517408	0.16226284	0.06744283	0.16611625	-0.07285115
-0.0020739227	0.2137289	0.015340219	0.0031501572	0.031235006	-0.0261321	-0.103747904	-0.036456957	0.009643052	0.17307982	-0.040220384	-0.009183549	0.066027574	-0.059012655	0.009802107	0.0070124855
0.22219016	-0.050554153	0.23314224	-0.21102612	-0.21462435	-0.27119234	0.13802937	-0.24087296	0.327781	-0.090614654	0.18580207	-0.24087876	0.24764745	0.22562616	0.32414854	-0.2172598
0.12569882	0.031773802	0.14311579	-0.10844608	-0.13256851	-0.19798811	0.118216604	-0.2405909	0.23657033	-0.14358793	0.14349222	-0.23267499	0.20282443	0.120257005	0.2217576	-0.18364266
0.20397437	-0.036441363	0.27100915	-0.2537415	-0.23309529	-0.3008516	0.12581976	-0.31182182	0.28337628	-0.2011261	0.18569596	-0.27742696	0.24645087	0.25905412	0.28508312	-0.26480985
0.29247153	-0.1313041	0.2557275	-0.2787614	-0.189044	-0.26596698	0.1456023	-0.28082305	0.25452733	-0.16785547	0.18266904	-0.22408351	0.31893343	0.24754427	0.31923553	-0.27488285
0.15811126	-0.06870835	0.19786674	-0.22119454	-0.22087047	-0.20111406	0.14309941	-0.19717781	0.19464892	-0.121547386	0.15818578	-0.2051141	0.2465611	0.21376327	0.22134195	-0.22207172
0.15663716	-0.12731373	0.23788817	-0.17617713	-0.19368283	-0.2747822	0.16919948	-0.25315994	0.20710069	-0.09802232	0.13806498	-0.1877426	0.2676277	0.1852191	0.1862491	-0.23296925
0.09268158	0.04878008	0.17474222	-0.08715899	-0.128375	-0.19879411	0.051950563	-0.19181086	0.14990914	0.0023054567	0.018977547	-0.17145653	0.17841204	0.11823733	0.15453614	-0.11569322
0.19995144	-0.09263398	0.25380298	-0.22901566	-0.1964384	-0.32906732	0.14234789	-0.25302643	0.24070539	-0.19491902	0.17697823	-0.31999123	0.27710855	0.2716428	0.2985721	-0.28686044
0.07644355	-0.04660644	0.12211826	-0.06898497	-0.11359231	-0.18730296	0.05178589	-0.16799738	0.19457932	-0.034318723	0.17222197	-0.21679938	0.18843405	0.1498209	0.21261244	-0.10102872
-0.03301812	0.10255452	0.039514482	-0.006100921	-0.0061398246	-0.07852597	-0.09105528	-0.049708705	0.027476568	0.09499607	0.06263986	-0.009127252	0.05711671	0.027058573	0.10236635	-0.060618497
0.06626698	0.028379189	0.09064348	-0.07374187	0.022569286	-0.087691955	0.005164708	-0.08756507	0.04623626	0.049029652	0.020999596	-0.06568909	0.117533706	0.04411412	0.0489564	-0.07068852
0.07331265	0.05128559	0.14535137	-0.1263928	-0.022476576	-0.16722661	-0.0010705298	-0.09868435	0.14014572	-0.015183548	0.09324573	-0.10613519	0.17951097	0.13202591	0.12114154	-0.12338133
0.14764723	-0.07278789	0.16967809	-0.15612784	-0.142179	-0.25375256	0.10967806	-0.25131482	0.24937946	-0.13346788	0.18652622	-0.17204607	0.19196825	0.20707999	0.24319337	-0.1692607
0.17725003	-0.08798239	0.20176488	-0.17823459	-0.16490965	-0.16027795	0.11569079	-0.14619625	0.23169486	-0.16704354	0.16059569	-0.19744055	0.17157196	0.14163464	0.15683228	-0.20198606
0.013302837	0.08128413	0.063797615	0.0018008002	-0.0528318	-0.09851871	0.017588537	-0.11245925	0.09802128	0.02730981	0.010554871	-0.025766034	0.09247482	0.07053238	0.13202061	-0.04342929
0.21693146	-0.07704729	0.21191993	-0.16478606	-0.15830444	-0.1817723	0.098511025	-0.24110566	0.17599553	-0.111178696	0.122107804	-0.17582229	0.22605482	0.18807349	0.19284615	-0.18709606
0.07715201	0.01855877	0.0487169	-0.0705916	-0.044763576	-0.09970799	0.056408834	-0.116581134	0.11877523	-0.079700835	0.08228129	-0.10033168	0.115378864	0.04734519	0.1223938	-0.07116489
-0.010250454	0.06171384	-0.0049517704	0.0034497862	-0.0021197358	-0.049206004	-0.10653949	-0.042236913	0.047702193	0.103570946	0.019890841	-0.060944665	0.05915142	-0.06106242	0.038612433	0.04408203
0.0821409	-0.04231336	0.15218891	-0.15213133	-0.094755925	-0.18457392	0.09851241	-0.16038083	0.123730905	-0.07554419	0.11663719	-0.1526688	0.18553458	0.12892744	0.14050485	-0.09160956
0.020736001	0.054422844	0.08722143	-0.08030622	-0.06048711	-0.15215935	0.06708001	-0.098592915	0.15549153	-0.064539276	0.08472934	-0.08613868	0.092214	0.07077318	0.054873582	-0.062245242
0.13037236	-0.14059357	0.13594472	-0.12760586	-0.21377328	-0.23633152	0.1355734	-0.17598744	0.24046999	-0.10177392	0.17569111	-0.22559418	0.14824714	0.203428	0.19424723	-0.16608593
0.23908876	-0.11273557	0.25412735	-0.23595531	-0.24831565	-0.21290985	0.18987341	-0.31018847	0.25338048	-0.2255864	0.19226946	-0.19506998	0.2790967	0.26254684	0.2724887	-0.20800732
0.14635697	-0.053191908	0.123543255	-0.11520243	-0.11672937	-0.16126788	0.12402709	-0.15779305	0.15944828	-0.1517168	0.18994404	-0.20548473	0.16208747	0.13372481	0.17169133	-0.18111347
0.16446704	-0.13277122	0.17641309	-0.179897	-0.19644932	-0.20123081	0.165301	-0.19783188	0.28473964	-0.13236968	0.14343905	-0.18098429	0.2006996	0.16104802	0.20507349	-0.21209899
0.24488468	-0.118133724	0.24097551	-0.18074293	-0.14423193	-0.20479743	0.18630052	-0.20634441	0.2292238	-0.11431948	0.13020547	-0.24870856	0.18718585	0.14104606	0.2607836	-0.18839571
0.22315153	-0.11746815	0.21598367	-0.24002406	-0.21633498	-0.23560514	0.14026642	-0.23922648	0.29136297	-0.21359284	0.14567368	-0.23367135	0.2758745	0.20717339	0.24265127	-0.25586945
0.10440864	-0.06487947	0.106491074	-0.12038163	-0.16564596	-0.19307183	0.11192756	-0.18627568	0.16460003	-0.054672927	0.1266879	-0.2068114	0.18236384	0.09759143	0.18513146	-0.10356659
0.07215297	-0.0026081107	0.14023753	-0.071568914	-0.13958332	-0.14875053	0.010825204	-0.18329832	0.1004761	-0.07738238	0.07228003	-0.15588684	0.13519622	0.144558	0.12601885	-0.08918776
0.31071982	-0.23851743	0.27285576	-0.3292442	-0.27619493	-0.30190274	0.321906	-0.30186436	0.36191028	-0.24242462	0.21606041	-0.29202533	0.32814255	0.30314368	0.28768525	-0.33941284
0.15053782	-0.060839742	0.15647085	-0.08633295	-0.13158329	-0.12044272	0.06782439	-0.112839505	0.17860733	-0.044914007	0.11939418	-0.15714435	0.17257904	0.14650537	0.14748341	-0.16382839
0.13387543	-0.034198154	0.07758101	-0.11848259	-0.079531364	-0.12071093	-0.0015160305	-0.16425271	0.1492142	-0.007694253	0.015783738	-0.14773908	0.09546496	0.08429036	0.11946608	-0.09335055
0.25807235	-0.14389496	0.18532073	-0.23910137	-0.24416836	-0.20921388	0.2383452	-0.22401036	0.22220093	-0.24207413	0.19293337	-0.22029841	0.26374573	0.20987429	0.21232367	-0.24280572
0.06970087	-0.0066325897	0.119532965	-0.11142965	-0.030520525	-0.12905805	0.044876024	-0.057001963	0.12506714	-0.016605632	0.105707645	-0.12765512	0.13203558	0.071806535	0.07305127	-0.08158445
