linea,anio,mes,viajeros,nombre_linea,fecha,viajeros_n1,t
A3933,2023,9,37179.0,BILBAO - DURANGO (Autopista),2023-09-01,33034.0,33
A3933,2023,10,41380.0,BILBAO - DURANGO (Autopista),2023-10-01,35836.0,34
A3933,2023,11,42262.0,BILBAO - DURANGO (Autopista),2023-11-01,39589.0,35
A3933,2023,12,33857.0,BILBAO - DURANGO (Autopista),2023-12-01,34560.0,36
A3933,2024,1,40.628,BILBAO - DURANGO (Autopista),2024-01-01,35364.0,37
A3933,2024,2,42225.0,BILBAO - DURANGO (Autopista),2024-02-01,38279.0,38
A3933,2024,3,37508.0,BILBAO - DURANGO (Autopista),2024-03-01,45257.0,39
A3933,2024,4,40785.0,BILBAO - DURANGO (Autopista),2024-04-01,29251.0,40
A3933,2024,5,42381.0,BILBAO - DURANGO (Autopista),2024-05-01,40294.0,41
A3933,2024,6,36772.0,BILBAO - DURANGO (Autopista),2024-06-01,37642.0,42
A3933,2024,7,33896.0,BILBAO - DURANGO (Autopista),2024-07-01,27468.0,43
A3933,2024,8,19176.0,BILBAO - DURANGO (Autopista),2024-08-01,17121.0,44
A3933,2024,9,39548.0,BILBAO - DURANGO (Autopista),2024-09-01,37179.0,45
A3933,2024,10,47281.0,BILBAO - DURANGO (Autopista),2024-10-01,41380.0,46
A3933,2024,11,41239.0,BILBAO - DURANGO (Autopista),2024-11-01,42262.0,47
A3933,2024,12,37992.0,BILBAO - DURANGO (Autopista),2024-12-01,33857.0,48
A3933,2025,1,40229.0,BILBAO - DURANGO (Autopista),2025-01-01,40.628,49
A3933,2025,2,42864.0,BILBAO - DURANGO (Autopista),2025-02-01,42225.0,50
A3933,2025,3,43591.0,BILBAO - DURANGO (Autopista),2025-03-01,37508.0,51
A3933,2025,4,36930.0,BILBAO - DURANGO (Autopista),2025-04-01,40785.0,52
A3933,2025,5,39771.0,BILBAO - DURANGO (Autopista),2025-05-01,42381.0,53
A3933,2025,6,35214.0,BILBAO - DURANGO (Autopista),2025-06-01,36772.0,54
A3933,2025,7,32973.0,BILBAO - DURANGO (Autopista),2025-07-01,33896.0,55
A3933,2025,8,17813.0,BILBAO - DURANGO (Autopista),2025-08-01,19176.0,56
A3933,2025,9,42062.0,BILBAO - DURANGO (Autopista),2025-09-01,39548.0,57
A3933,2025,10,49527.0,BILBAO - DURANGO (Autopista),2025-10-01,47281.0,58
A3933,2025,11,45440.0,BILBAO - DURANGO (Autopista),2025-11-01,41239.0,59
A3933,2025,12,53246.0,BILBAO - DURANGO (Autopista),2025-12-01,37992.0,60
