año,mes,codigo_linea,linea,viajeros_total,creditrans,gizatrans,gazte_70,goro,ocasional,familia_numerosa,menores_6,empresa,fecha,flag_covid,flag_subsidio
2021,7,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),15715.0,12492.0,1297.0,326.0,90.0,402.0,0.0,201.0,618.0,2021-07-01,1,0
2021,8,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),11381.0,8738.0,1154.0,290.0,27.0,419.0,0.0,175.0,391.0,2021-08-01,1,0
2021,9,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),17055.0,13801.0,1246.0,418.0,82.0,373.0,0.0,176.0,623.0,2021-09-01,1,0
2021,10,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),17901.0,14106.0,1438.0,527.0,146.0,413.0,0.0,160.0,757.0,2021-10-01,1,0
2021,11,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),18450.0,14666.0,1438.0,522.0,173.0,425.0,0.0,117.0,792.0,2021-11-01,1,0
2021,12,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),17562.0,13898.0,1472.0,364.0,65.0,513.0,0.0,263.0,671.0,2021-12-01,1,0
2022,1,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),16998.0,13370.0,1500.0,361.0,86.0,552.0,0.0,193.0,630.0,2022-01-01,0,0
2022,2,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),17403.0,13751.0,1514.0,420.0,146.0,473.0,0.0,138.0,573.0,2022-02-01,0,0
2022,3,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),20279.0,16188.0,1622.0,440.0,198.0,580.0,0.0,156.0,726.0,2022-03-01,0,0
2022,4,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),16280.0,13035.0,1331.0,353.0,129.0,419.0,2.0,197.0,530.0,2022-04-01,0,0
2022,5,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),19801.0,15684.0,1644.0,554.0,191.0,507.0,0.0,186.0,656.0,2022-05-01,0,0
2022,6,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),19954.0,15910.0,1610.0,541.0,85.0,463.0,0.0,184.0,735.0,2022-06-01,0,0
2022,7,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),16516.0,13081.0,1439.0,355.0,97.0,528.0,0.0,180.0,541.0,2022-07-01,0,0
2022,8,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),14361.0,10850.0,1509.0,267.0,48.0,632.0,0.0,284.0,580.0,2022-08-01,0,0
2022,9,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),18134.0,14314.0,1618.0,490.0,155.0,407.0,0.0,186.0,567.0,2022-09-01,0,1
2022,10,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),19059.0,14857.0,1827.0,605.0,258.0,253.0,0.0,157.0,680.0,2022-10-01,0,1
2022,11,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),16053.0,12475.0,1593.0,627.0,192.0,171.0,0.0,158.0,508.0,2022-11-01,0,1
2022,12,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),15155.0,11736.0,1457.0,427.0,126.0,231.0,1.0,316.0,529.0,2022-12-01,0,1
2023,1,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),15.002,11697.0,1479.0,378.0,135.0,185.0,0.0,150.0,605.0,2023-01-01,0,1
2023,2,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),14242.0,10861.0,1430.0,473.0,200.0,174.0,0.0,111.0,597.0,2023-02-01,0,1
2023,3,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),16405.0,12542.0,1614.0,523.0,279.0,227.0,0.0,122.0,662.0,2023-03-01,0,1
2023,4,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),15590.0,12058.0,1475.0,460.0,192.0,258.0,0.0,216.0,590.0,2023-04-01,0,1
2023,5,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),19311.0,15099.0,1896.0,583.0,228.0,264.0,0.0,151.0,646.0,2023-05-01,0,1
2023,6,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),19165.0,14974.0,1930.0,541.0,226.0,265.0,0.0,132.0,664.0,2023-06-01,0,1
2023,7,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),15249.0,12218.0,1514.0,271.0,80.0,275.0,0.0,173.0,465.0,2023-07-01,0,1
2023,8,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),14206.0,10832.0,1597.0,273.0,134.0,324.0,0.0,221.0,472.0,2023-08-01,0,1
2023,9,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),18667.0,14489.0,1759.0,560.0,296.0,339.0,0.0,179.0,651.0,2023-09-01,0,1
2023,10,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),18680.0,14203.0,1904.0,612.0,367.0,266.0,3.0,144.0,767.0,2023-10-01,0,1
2023,11,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),19242.0,14483.0,1963.0,781.0,437.0,194.0,0.0,126.0,745.0,2023-11-01,0,1
2023,12,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),20200.0,15458.0,2065.0,643.0,251.0,365.0,0.0,254.0,715.0,2023-12-01,0,1
2024,1,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),21642.0,14440.0,2189.0,665.0,232.0,353.0,0.0,220.0,859.0,2024-01-01,0,1
2024,2,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),20390.0,13568.0,1932.0,746.0,260.0,236.0,0.0,122.0,802.0,2024-02-01,0,1
2024,3,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),18747.0,11993.0,1772.0,726.0,371.0,220.0,0.0,190.0,768.0,2024-03-01,0,1
2024,4,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),20321.0,12956.0,1832.0,658.0,495.0,290.0,0.0,149.0,790.0,2024-04-01,0,1
2024,5,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),21566.0,13794.0,1908.0,620.0,442.0,296.0,0.0,195.0,855.0,2024-05-01,0,1
2024,6,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),20755.0,13807.0,1757.0,510.0,413.0,283.0,0.0,188.0,637.0,2024-06-01,0,1
2024,7,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),19224.0,13036.0,1767.0,350.0,320.0,350.0,0.0,207.0,630.0,2024-07-01,0,1
2024,8,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),16803.0,11346.0,1829.0,331.0,189.0,399.0,0.0,331.0,626.0,2024-08-01,0,1
2024,9,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),22053.0,13951.0,2013.0,800.0,368.0,405.0,0.0,206.0,893.0,2024-09-01,0,1
2024,10,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),22886.0,13956.0,2040.0,880.0,492.0,356.0,0.0,151.0,921.0,2024-10-01,0,1
2024,11,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),23222.0,14092.0,2511.0,880.0,526.0,290.0,0.0,200.0,860.0,2024-11-01,0,1
2024,12,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),24855.0,16181.0,2526.0,761.0,441.0,300.0,0.0,368.0,838.0,2024-12-01,0,1
2025,1,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),24657.0,15721.0,2417.0,787.0,441.0,322.0,0.0,234.0,884.0,2025-01-01,0,1
2025,2,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),23501.0,14271.0,2180.0,1067.0,483.0,265.0,0.0,154.0,808.0,2025-02-01,0,1
2025,3,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),24614.0,14839.0,2333.0,1103.0,635.0,289.0,0.0,231.0,877.0,2025-03-01,0,1
2025,4,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),23209.0,14594.0,2209.0,941.0,501.0,243.0,1.0,186.0,756.0,2025-04-01,0,1
2025,5,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),25036.0,15223.0,2283.0,970.0,641.0,281.0,0.0,208.0,815.0,2025-05-01,0,1
2025,6,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),23782.0,14947.0,2047.0,669.0,484.0,272.0,0.0,205.0,758.0,2025-06-01,0,1
2025,7,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),22086.0,14245.0,2276.0,541.0,328.0,286.0,0.0,302.0,717.0,2025-07-01,0,1
2025,8,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),17128.0,10882.0,1947.0,419.0,270.0,259.0,0.0,315.0,567.0,2025-08-01,0,1
2025,9,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),25330.0,15526.0,2160.0,987.0,676.0,287.0,0.0,254.0,829.0,2025-09-01,0,1
2025,10,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),28512.0,16745.0,2608.0,1307.0,847.0,261.0,0.0,167.0,921.0,2025-10-01,0,1
2025,11,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),25395.0,14499.0,2569.0,1183.0,853.0,249.0,0.0,163.0,817.0,2025-11-01,0,1
2025,12,A3151,BILBAO - SANTURTZI  - PORTUGALETE (Autopista),27592.0,16895.0,2745.0,1114.0,614.0,256.0,0.0,290.0,914.0,2025-12-01,0,1
2020,1,A3122,BILBAO - SESTAO - Errepelega/Repelega,21315.0,12656.0,4095.0,278.0,388.0,1542.0,5.0,930.0,759.0,2020-01-01,1,0
2020,2,A3122,BILBAO - SESTAO - Errepelega/Repelega,19684.0,11501.0,4099.0,378.0,449.0,1267.0,8.0,789.0,618.0,2020-02-01,1,0
2020,3,A3122,BILBAO - SESTAO - Errepelega/Repelega,8816.0,5395.0,1612.0,176.0,215.0,570.0,4.0,306.0,294.0,2020-03-01,1,0
2020,4,A3122,BILBAO - SESTAO - Errepelega/Repelega,992.0,845.0,84.0,2.0,23.0,0.0,0.0,1.0,19.0,2020-04-01,1,0
2020,5,A3122,BILBAO - SESTAO - Errepelega/Repelega,4770.0,3756.0,695.0,39.0,48.0,0.0,0.0,51.0,72.0,2020-05-01,1,0
2020,6,A3122,BILBAO - SESTAO - Errepelega/Repelega,14156.0,10303.0,2302.0,112.0,130.0,0.0,0.0,511.0,395.0,2020-06-01,1,0
2020,7,A3122,BILBAO - SESTAO - Errepelega/Repelega,15036.0,11057.0,2336.0,122.0,153.0,0.0,0.0,624.0,340.0,2020-07-01,1,0
2020,8,A3122,BILBAO - SESTAO - Errepelega/Repelega,13117.0,9511.0,2172.0,118.0,147.0,0.0,0.0,567.0,240.0,2020-08-01,1,0
2020,9,A3122,BILBAO - SESTAO - Errepelega/Repelega,15144.0,10695.0,2462.0,180.0,241.0,0.0,0.0,753.0,373.0,2020-09-01,1,0
2020,10,A3122,BILBAO - SESTAO - Errepelega/Repelega,15910.0,11223.0,2655.0,270.0,439.0,0.0,0.0,479.0,369.0,2020-10-01,1,0
2020,11,A3122,BILBAO - SESTAO - Errepelega/Repelega,11527.0,8139.0,1695.0,205.0,392.0,0.0,0.0,309.0,394.0,2020-11-01,1,0
2020,12,A3122,BILBAO - SESTAO - Errepelega/Repelega,15584.0,11098.0,2290.0,239.0,385.0,118.0,0.0,552.0,453.0,2020-12-01,1,0
2021,1,A3122,BILBAO - SESTAO - Errepelega/Repelega,13920.0,9402.0,2060.0,229.0,378.0,348.0,2.0,539.0,462.0,2021-01-01,1,0
2021,2,A3122,BILBAO - SESTAO - Errepelega/Repelega,10660.0,7129.0,1629.0,240.0,305.0,341.0,0.0,335.0,339.0,2021-02-01,1,0
2021,3,A3122,BILBAO - SESTAO - Errepelega/Repelega,14891.0,9590.0,2512.0,333.0,400.0,536.0,0.0,555.0,481.0,2021-03-01,1,0
2021,4,A3122,BILBAO - SESTAO - Errepelega/Repelega,12587.0,8324.0,2048.0,251.0,261.0,462.0,1.0,449.0,433.0,2021-04-01,1,0
2021,5,A3122,BILBAO - SESTAO - Errepelega/Repelega,15193.0,9775.0,2612.0,295.0,348.0,641.0,4.0,570.0,515.0,2021-05-01,1,0
2021,6,A3122,BILBAO - SESTAO - Errepelega/Repelega,15530.0,9745.0,2834.0,265.0,289.0,760.0,2.0,640.0,531.0,2021-06-01,1,0
2021,7,A3122,BILBAO - SESTAO - Errepelega/Repelega,15148.0,9644.0,2538.0,168.0,273.0,837.0,6.0,684.0,487.0,2021-07-01,1,0
2021,8,A3122,BILBAO - SESTAO - Errepelega/Repelega,12501.0,7992.0,2039.0,120.0,181.0,847.0,10.0,597.0,348.0,2021-08-01,1,0
2021,9,A3122,BILBAO - SESTAO - Errepelega/Repelega,14917.0,9048.0,2751.0,298.0,339.0,834.0,4.0,676.0,480.0,2021-09-01,1,0
2021,10,A3122,BILBAO - SESTAO - Errepelega/Repelega,15867.0,9558.0,3070.0,313.0,407.0,859.0,3.0,571.0,537.0,2021-10-01,1,0
2021,11,A3122,BILBAO - SESTAO - Errepelega/Repelega,16539.0,10104.0,3033.0,304.0,397.0,906.0,0.0,555.0,642.0,2021-11-01,1,0
2021,12,A3122,BILBAO - SESTAO - Errepelega/Repelega,17144.0,10580.0,3058.0,244.0,367.0,1085.0,7.0,694.0,603.0,2021-12-01,1,0
2022,1,A3122,BILBAO - SESTAO - Errepelega/Repelega,15615.0,9683.0,2833.0,227.0,323.0,887.0,0.0,562.0,607.0,2022-01-01,0,0
2022,2,A3122,BILBAO - SESTAO - Errepelega/Repelega,15328.0,9305.0,3124.0,293.0,349.0,766.0,4.0,517.0,572.0,2022-02-01,0,0
2022,3,A3122,BILBAO - SESTAO - Errepelega/Repelega,17699.0,10675.0,3474.0,328.0,479.0,868.0,5.0,621.0,705.0,2022-03-01,0,0
2022,4,A3122,BILBAO - SESTAO - Errepelega/Repelega,15993.0,9677.0,3110.0,235.0,332.0,1007.0,0.0,676.0,546.0,2022-04-01,0,0
2022,5,A3122,BILBAO - SESTAO - Errepelega/Repelega,17935.0,10828.0,3528.0,344.0,394.0,1078.0,2.0,645.0,627.0,2022-05-01,0,0
2022,6,A3122,BILBAO - SESTAO - Errepelega/Repelega,18163.0,11203.0,3408.0,240.0,308.0,1003.0,12.0,792.0,635.0,2022-06-01,0,0
2022,7,A3122,BILBAO - SESTAO - Errepelega/Repelega,16342.0,10118.0,3013.0,190.0,295.0,996.0,7.0,787.0,484.0,2022-07-01,0,0
2022,8,A3122,BILBAO - SESTAO - Errepelega/Repelega,16051.0,9939.0,2994.0,179.0,273.0,1066.0,5.0,692.0,446.0,2022-08-01,0,0
2022,9,A3122,BILBAO - SESTAO - Errepelega/Repelega,16665.0,10580.0,3127.0,232.0,404.0,638.0,1.0,608.0,564.0,2022-09-01,0,1
2022,10,A3122,BILBAO - SESTAO - Errepelega/Repelega,17268.0,10670.0,3452.0,341.0,441.0,580.0,1.0,624.0,632.0,2022-10-01,0,1
2022,11,A3122,BILBAO - SESTAO - Errepelega/Repelega,15618.0,9678.0,3262.0,293.0,391.0,477.0,4.0,558.0,520.0,2022-11-01,0,1
2022,12,A3122,BILBAO - SESTAO - Errepelega/Repelega,16621.0,10413.0,3189.0,292.0,412.0,599.0,0.0,777.0,528.0,2022-12-01,0,1
2023,1,A3122,BILBAO - SESTAO - Errepelega/Repelega,15.056,9500.0,3005.0,263.0,319.0,451.0,1.0,586.0,480.0,2023-01-01,0,1
2023,2,A3122,BILBAO - SESTAO - Errepelega/Repelega,13989.0,8609.0,2912.0,261.0,373.0,422.0,3.0,529.0,503.0,2023-02-01,0,1
2023,3,A3122,BILBAO - SESTAO - Errepelega/Repelega,15980.0,10087.0,3399.0,300.0,340.0,411.0,1.0,520.0,504.0,2023-03-01,0,1
2023,4,A3122,BILBAO - SESTAO - Errepelega/Repelega,17281.0,10908.0,3433.0,266.0,381.0,595.0,2.0,728.0,536.0,2023-04-01,0,1
2023,5,A3122,BILBAO - SESTAO - Errepelega/Repelega,19575.0,12535.0,3848.0,404.0,434.0,595.0,1.0,733.0,583.0,2023-05-01,0,1
2023,6,A3122,BILBAO - SESTAO - Errepelega/Repelega,19749.0,12610.0,3915.0,264.0,413.0,690.0,0.0,788.0,537.0,2023-06-01,0,1
2023,7,A3122,BILBAO - SESTAO - Errepelega/Repelega,18950.0,12204.0,3577.0,248.0,264.0,691.0,2.0,952.0,498.0,2023-07-01,0,1
2023,8,A3122,BILBAO - SESTAO - Errepelega/Repelega,18556.0,11875.0,3650.0,189.0,346.0,716.0,2.0,959.0,431.0,2023-08-01,0,1
2023,9,A3122,BILBAO - SESTAO - Errepelega/Repelega,19463.0,12703.0,3584.0,360.0,431.0,620.0,10.0,746.0,505.0,2023-09-01,0,1
2023,10,A3122,BILBAO - SESTAO - Errepelega/Repelega,20359.0,12857.0,4163.0,420.0,498.0,610.0,0.0,697.0,605.0,2023-10-01,0,1
2023,11,A3122,BILBAO - SESTAO - Errepelega/Repelega,20734.0,13263.0,4246.0,424.0,438.0,596.0,0.0,727.0,559.0,2023-11-01,0,1
2023,12,A3122,BILBAO - SESTAO - Errepelega/Repelega,23237.0,14897.0,4637.0,324.0,481.0,772.0,0.0,917.0,652.0,2023-12-01,0,1
2024,1,A3122,BILBAO - SESTAO - Errepelega/Repelega,21099.0,12264.0,4300.0,440.0,454.0,688.0,0.0,686.0,612.0,2024-01-01,0,1
2024,2,A3122,BILBAO - SESTAO - Errepelega/Repelega,20313.0,11693.0,4209.0,397.0,413.0,528.0,0.0,709.0,647.0,2024-02-01,0,1
2024,3,A3122,BILBAO - SESTAO - Errepelega/Repelega,20446.0,11619.0,4298.0,354.0,490.0,573.0,0.0,750.0,569.0,2024-03-01,0,1
2024,4,A3122,BILBAO - SESTAO - Errepelega/Repelega,22928.0,13000.0,4872.0,344.0,495.0,597.0,1.0,819.0,583.0,2024-04-01,0,1
2024,5,A3122,BILBAO - SESTAO - Errepelega/Repelega,25787.0,14718.0,5196.0,396.0,614.0,660.0,0.0,857.0,666.0,2024-05-01,0,1
2024,6,A3122,BILBAO - SESTAO - Errepelega/Repelega,24845.0,14453.0,4804.0,308.0,585.0,704.0,0.0,949.0,589.0,2024-06-01,0,1
2024,7,A3122,BILBAO - SESTAO - Errepelega/Repelega,22384.0,12964.0,4061.0,238.0,529.0,694.0,2.0,1055.0,458.0,2024-07-01,0,1
2024,8,A3122,BILBAO - SESTAO - Errepelega/Repelega,21638.0,12552.0,4062.0,239.0,420.0,720.0,1.0,1042.0,424.0,2024-08-01,0,1
2024,9,A3122,BILBAO - SESTAO - Errepelega/Repelega,22718.0,12994.0,4081.0,397.0,600.0,597.0,0.0,1014.0,487.0,2024-09-01,0,1
2024,10,A3122,BILBAO - SESTAO - Errepelega/Repelega,23008.0,12631.0,4539.0,374.0,813.0,556.0,0.0,802.0,557.0,2024-10-01,0,1
2024,11,A3122,BILBAO - SESTAO - Errepelega/Repelega,23795.0,13026.0,4740.0,401.0,737.0,551.0,0.0,860.0,627.0,2024-11-01,0,1
2024,12,A3122,BILBAO - SESTAO - Errepelega/Repelega,25247.0,14096.0,4959.0,448.0,725.0,682.0,0.0,965.0,653.0,2024-12-01,0,1
2025,1,A3122,BILBAO - SESTAO - Errepelega/Repelega,25136.0,14015.0,4962.0,451.0,649.0,557.0,1.0,948.0,624.0,2025-01-01,0,1
2025,2,A3122,BILBAO - SESTAO - Errepelega/Repelega,22662.0,12085.0,4704.0,430.0,618.0,432.0,0.0,815.0,602.0,2025-02-01,0,1
2025,3,A3122,BILBAO - SESTAO - Errepelega/Repelega,25058.0,13779.0,4731.0,503.0,746.0,508.0,0.0,872.0,611.0,2025-03-01,0,1
2025,4,A3122,BILBAO - SESTAO - Errepelega/Repelega,24972.0,13973.0,4724.0,415.0,666.0,490.0,0.0,856.0,600.0,2025-04-01,0,1
2025,5,A3122,BILBAO - SESTAO - Errepelega/Repelega,25605.0,14204.0,4857.0,442.0,757.0,437.0,2.0,900.0,567.0,2025-05-01,0,1
2025,6,A3122,BILBAO - SESTAO - Errepelega/Repelega,24479.0,13630.0,4687.0,346.0,574.0,434.0,1.0,948.0,581.0,2025-06-01,0,1
2025,7,A3122,BILBAO - SESTAO - Errepelega/Repelega,25813.0,14979.0,4534.0,311.0,557.0,467.0,0.0,1030.0,513.0,2025-07-01,0,1
2025,8,A3122,BILBAO - SESTAO - Errepelega/Repelega,24253.0,13865.0,4461.0,245.0,525.0,585.0,0.0,973.0,449.0,2025-08-01,0,1
2025,9,A3122,BILBAO - SESTAO - Errepelega/Repelega,26185.0,14299.0,4740.0,413.0,796.0,429.0,0.0,973.0,598.0,2025-09-01,0,1
2025,10,A3122,BILBAO - SESTAO - Errepelega/Repelega,28533.0,14932.0,5365.0,491.0,1001.0,430.0,0.0,930.0,748.0,2025-10-01,0,1
2025,11,A3122,BILBAO - SESTAO - Errepelega/Repelega,27830.0,14769.0,5294.0,554.0,923.0,459.0,2.0,861.0,659.0,2025-11-01,0,1
2025,12,A3122,BILBAO - SESTAO - Errepelega/Repelega,30383.0,16591.0,5552.0,511.0,947.0,490.0,1.0,1076.0,737.0,2025-12-01,0,1
2020,1,A3342,BILBAO - Sodupe - ARTZINIEGA,23871.0,13366.0,5785.0,620.0,1293.0,1319.0,23.0,298.0,324.0,2020-01-01,1,0
2020,2,A3342,BILBAO - Sodupe - ARTZINIEGA,24015.0,13485.0,5608.0,823.0,1244.0,1355.0,44.0,284.0,283.0,2020-02-01,1,0
2020,3,A3342,BILBAO - Sodupe - ARTZINIEGA,11126.0,6645.0,2431.0,340.0,505.0,575.0,5.0,123.0,147.0,2020-03-01,1,0
2020,4,A3342,BILBAO - Sodupe - ARTZINIEGA,2816.0,2293.0,440.0,0.0,9.0,0.0,0.0,3.0,40.0,2020-04-01,1,0
2020,5,A3342,BILBAO - Sodupe - ARTZINIEGA,6318.0,4612.0,1397.0,10.0,44.0,0.0,0.0,42.0,96.0,2020-05-01,1,0
2020,6,A3342,BILBAO - Sodupe - ARTZINIEGA,13596.0,9656.0,3055.0,67.0,198.0,0.0,0.0,73.0,130.0,2020-06-01,1,0
2020,7,A3342,BILBAO - Sodupe - ARTZINIEGA,15287.0,11103.0,2949.0,180.0,297.0,0.0,0.0,148.0,124.0,2020-07-01,1,0
2020,8,A3342,BILBAO - Sodupe - ARTZINIEGA,13005.0,9448.0,2512.0,104.0,253.0,0.0,0.0,151.0,124.0,2020-08-01,1,0
2020,9,A3342,BILBAO - Sodupe - ARTZINIEGA,16840.0,11481.0,3373.0,343.0,677.0,0.0,0.0,103.0,157.0,2020-09-01,1,0
2020,10,A3342,BILBAO - Sodupe - ARTZINIEGA,17875.0,11849.0,3186.0,657.0,1049.0,1.0,0.0,79.0,136.0,2020-10-01,1,0
2020,11,A3342,BILBAO - Sodupe - ARTZINIEGA,14917.0,10011.0,2482.0,526.0,975.0,0.0,0.0,84.0,91.0,2020-11-01,1,0
2020,12,A3342,BILBAO - Sodupe - ARTZINIEGA,15637.0,10475.0,2958.0,440.0,767.0,43.0,1.0,86.0,174.0,2020-12-01,1,0
2021,1,A3342,BILBAO - Sodupe - ARTZINIEGA,14484.0,9899.0,2380.0,343.0,698.0,245.0,0.0,116.0,135.0,2021-01-01,1,0
2021,2,A3342,BILBAO - Sodupe - ARTZINIEGA,13982.0,9290.0,2226.0,477.0,725.0,330.0,8.0,91.0,94.0,2021-02-01,1,0
2021,3,A3342,BILBAO - Sodupe - ARTZINIEGA,18185.0,11681.0,3401.0,562.0,711.0,500.0,9.0,117.0,188.0,2021-03-01,1,0
2021,4,A3342,BILBAO - Sodupe - ARTZINIEGA,15402.0,9914.0,2776.0,415.0,645.0,449.0,43.0,149.0,156.0,2021-04-01,1,0
2021,5,A3342,BILBAO - Sodupe - ARTZINIEGA,19222.0,12307.0,3479.0,582.0,846.0,565.0,48.0,171.0,179.0,2021-05-01,1,0
2021,6,A3342,BILBAO - Sodupe - ARTZINIEGA,19758.0,12614.0,3770.0,416.0,672.0,859.0,31.0,250.0,191.0,2021-06-01,1,0
2021,7,A3342,BILBAO - Sodupe - ARTZINIEGA,17735.0,11520.0,3375.0,269.0,589.0,950.0,13.0,221.0,137.0,2021-07-01,1,0
2021,8,A3342,BILBAO - Sodupe - ARTZINIEGA,14922.0,9732.0,3008.0,113.0,455.0,787.0,12.0,179.0,142.0,2021-08-01,1,0
2021,9,A3342,BILBAO - Sodupe - ARTZINIEGA,20989.0,13287.0,3875.0,472.0,877.0,987.0,4.0,255.0,134.0,2021-09-01,1,0
2021,10,A3342,BILBAO - Sodupe - ARTZINIEGA,22232.0,13708.0,4293.0,737.0,1004.0,954.0,4.0,273.0,181.0,2021-10-01,1,0
2021,11,A3342,BILBAO - Sodupe - ARTZINIEGA,21476.0,12847.0,4136.0,787.0,1280.0,899.0,3.0,189.0,199.0,2021-11-01,1,0
2021,12,A3342,BILBAO - Sodupe - ARTZINIEGA,22319.0,14241.0,4104.0,521.0,994.0,1011.0,4.0,233.0,224.0,2021-12-01,1,0
2022,1,A3342,BILBAO - Sodupe - ARTZINIEGA,19783.0,12212.0,3686.0,568.0,1071.0,857.0,0.0,202.0,193.0,2022-01-01,0,0
2022,2,A3342,BILBAO - Sodupe - ARTZINIEGA,21961.0,13385.0,4062.0,821.0,1276.0,887.0,0.0,192.0,244.0,2022-02-01,0,0
2022,3,A3342,BILBAO - Sodupe - ARTZINIEGA,26658.0,16274.0,4998.0,1045.0,1456.0,1064.0,1.0,232.0,261.0,2022-03-01,0,0
2022,4,A3342,BILBAO - Sodupe - ARTZINIEGA,22807.0,14468.0,4173.0,547.0,1100.0,1102.0,4.0,196.0,197.0,2022-04-01,0,0
2022,5,A3342,BILBAO - Sodupe - ARTZINIEGA,26072.0,16321.0,4903.0,744.0,1207.0,1167.0,0.0,244.0,241.0,2022-05-01,0,0
2022,6,A3342,BILBAO - Sodupe - ARTZINIEGA,25024.0,16330.0,4612.0,580.0,931.0,1206.0,12.0,199.0,188.0,2022-06-01,0,0
2022,7,A3342,BILBAO - Sodupe - ARTZINIEGA,20960.0,13437.0,3928.0,314.0,787.0,1323.0,15.0,234.0,195.0,2022-07-01,0,0
2022,8,A3342,BILBAO - Sodupe - ARTZINIEGA,19137.0,12359.0,3806.0,217.0,523.0,1282.0,5.0,252.0,147.0,2022-08-01,0,0
2022,9,A3342,BILBAO - Sodupe - ARTZINIEGA,24832.0,15811.0,4660.0,702.0,1243.0,846.0,9.0,179.0,198.0,2022-09-01,0,1
2022,10,A3342,BILBAO - Sodupe - ARTZINIEGA,25483.0,15754.0,4843.0,967.0,1537.0,779.0,4.0,188.0,206.0,2022-10-01,0,1
2022,11,A3342,BILBAO - Sodupe - ARTZINIEGA,24063.0,14647.0,4774.0,868.0,1590.0,693.0,7.0,158.0,223.0,2022-11-01,0,1
2022,12,A3342,BILBAO - Sodupe - ARTZINIEGA,23541.0,14800.0,4882.0,581.0,1182.0,745.0,12.0,188.0,245.0,2022-12-01,0,1
2023,1,A3342,BILBAO - Sodupe - ARTZINIEGA,22855.0,14756.0,4225.0,672.0,1274.0,666.0,6.0,136.0,196.0,2023-01-01,0,1
2023,2,A3342,BILBAO - Sodupe - ARTZINIEGA,22508.0,14176.0,4497.0,644.0,1300.0,543.0,1.0,116.0,180.0,2023-02-01,0,1
2023,3,A3342,BILBAO - Sodupe - ARTZINIEGA,26156.0,16542.0,5173.0,666.0,1450.0,668.0,2.0,128.0,249.0,2023-03-01,0,1
