año,mes,codigo_linea,linea,viajeros_total,creditrans,gizatrans,gazte_70,goro,ocasional,familia_numerosa,menores_6,empresa,fecha,flag_covid,flag_subsidio
2023,1,A3923,BILBAO - DURANGO - ELORRIO (Autopista),49699.0,35056.0,5697.0,2542.0,1348.0,1896.0,4.0,397.0,112.0,2023-01-01,0,1
2023,2,A3923,BILBAO - DURANGO - ELORRIO (Autopista),51175.0,35132.0,5995.0,3127.0,1937.0,1749.0,11.0,327.0,146.0,2023-02-01,0,1
2023,3,A3923,BILBAO - DURANGO - ELORRIO (Autopista),56899.0,38807.0,6627.0,3976.0,2126.0,1741.0,10.0,366.0,142.0,2023-03-01,0,1
2023,4,A3923,BILBAO - DURANGO - ELORRIO (Autopista),47917.0,33603.0,5738.0,2290.0,1325.0,1959.0,20.0,444.0,133.0,2023-04-01,0,1
2023,5,A3923,BILBAO - DURANGO - ELORRIO (Autopista),54910.0,38525.0,6159.0,3102.0,1633.0,1874.0,7.0,427.0,135.0,2023-05-01,0,1
2023,6,A3923,BILBAO - DURANGO - ELORRIO (Autopista),51698.0,37736.0,6391.0,1631.0,992.0,1955.0,12.0,420.0,119.0,2023-06-01,0,1
2023,7,A3923,BILBAO - DURANGO - ELORRIO (Autopista),45446.0,33807.0,5792.0,756.0,538.0,2014.0,9.0,506.0,115.0,2023-07-01,0,1
2023,8,A3923,BILBAO - DURANGO - ELORRIO (Autopista),44525.0,34353.0,5008.0,509.0,409.0,1952.0,6.0,527.0,112.0,2023-08-01,0,1
2023,9,A3923,BILBAO - DURANGO - ELORRIO (Autopista),57815.0,40978.0,5906.0,2923.0,2291.0,1926.0,4.0,549.0,100.0,2023-09-01,0,1
2023,10,A3923,BILBAO - DURANGO - ELORRIO (Autopista),62769.0,43037.0,7022.0,3629.0,3031.0,2050.0,5.0,539.0,84.0,2023-10-01,0,1
2023,11,A3923,BILBAO - DURANGO - ELORRIO (Autopista),58040.0,39255.0,7010.0,3564.0,2816.0,1719.0,4.0,381.0,114.0,2023-11-01,0,1
2023,12,A3923,BILBAO - DURANGO - ELORRIO (Autopista),58925.0,41599.0,7031.0,2513.0,1813.0,2275.0,6.0,588.0,100.0,2023-12-01,0,1
2024,1,A3923,BILBAO - DURANGO - ELORRIO (Autopista),54.912,36696.0,6681.0,2634.0,1701.0,1968.0,6.0,449.0,96.0,2024-01-01,0,1
2024,2,A3923,BILBAO - DURANGO - ELORRIO (Autopista),57092.0,38431.0,6726.0,2731.0,2174.0,1787.0,6.0,403.0,106.0,2024-02-01,0,1
2024,3,A3923,BILBAO - DURANGO - ELORRIO (Autopista),55352.0,36508.0,6684.0,2867.0,1954.0,1788.0,3.0,417.0,109.0,2024-03-01,0,1
2024,4,A3923,BILBAO - DURANGO - ELORRIO (Autopista),57038.0,38183.0,6607.0,2927.0,1890.0,1779.0,3.0,463.0,125.0,2024-04-01,0,1
2024,5,A3923,BILBAO - DURANGO - ELORRIO (Autopista),57972.0,38890.0,6627.0,2685.0,1740.0,1774.0,4.0,421.0,94.0,2024-05-01,0,1
2024,6,A3923,BILBAO - DURANGO - ELORRIO (Autopista),54983.0,38910.0,6524.0,1236.0,965.0,1894.0,4.0,446.0,124.0,2024-06-01,0,1
2024,7,A3923,BILBAO - DURANGO - ELORRIO (Autopista),50429.0,36485.0,6046.0,915.0,621.0,1681.0,5.0,608.0,102.0,2024-07-01,0,1
2024,8,A3923,BILBAO - DURANGO - ELORRIO (Autopista),48605.0,36120.0,5684.0,485.0,532.0,1840.0,1.0,639.0,110.0,2024-08-01,0,1
2024,9,A3923,BILBAO - DURANGO - ELORRIO (Autopista),60741.0,40822.0,6318.0,3064.0,2302.0,1827.0,8.0,458.0,92.0,2024-09-01,0,1
2024,10,A3923,BILBAO - DURANGO - ELORRIO (Autopista),66294.0,42531.0,7235.0,4246.0,3420.0,1897.0,3.0,431.0,104.0,2024-10-01,0,1
2024,11,A3923,BILBAO - DURANGO - ELORRIO (Autopista),61766.0,39265.0,7506.0,3716.0,3018.0,1723.0,4.0,429.0,90.0,2024-11-01,0,1
2024,12,A3923,BILBAO - DURANGO - ELORRIO (Autopista),60941.0,40977.0,7439.0,2668.0,1706.0,2041.0,11.0,616.0,82.0,2024-12-01,0,1
2025,1,A3923,BILBAO - DURANGO - ELORRIO (Autopista),59020.0,39110.0,7279.0,2618.0,1630.0,1599.0,7.0,468.0,79.0,2025-01-01,0,1
2025,2,A3923,BILBAO - DURANGO - ELORRIO (Autopista),60970.0,38084.0,7856.0,3447.0,2616.0,1579.0,8.0,525.0,125.0,2025-02-01,0,1
2025,3,A3923,BILBAO - DURANGO - ELORRIO (Autopista),63216.0,39989.0,7590.0,3517.0,2580.0,1685.0,4.0,430.0,93.0,2025-03-01,0,1
2025,4,A3923,BILBAO - DURANGO - ELORRIO (Autopista),54999.0,35963.0,7067.0,2452.0,1812.0,1430.0,6.0,595.0,56.0,2025-04-01,0,1
2025,5,A3923,BILBAO - DURANGO - ELORRIO (Autopista),60860.0,39549.0,7558.0,2860.0,1834.0,1541.0,8.0,568.0,99.0,2025-05-01,0,1
2025,6,A3923,BILBAO - DURANGO - ELORRIO (Autopista),53870.0,36893.0,6771.0,1416.0,894.0,1487.0,8.0,520.0,85.0,2025-06-01,0,1
2025,7,A3923,BILBAO - DURANGO - ELORRIO (Autopista),53467.0,37885.0,6887.0,1066.0,649.0,1546.0,8.0,628.0,73.0,2025-07-01,0,1
2025,8,A3923,BILBAO - DURANGO - ELORRIO (Autopista),48935.0,35436.0,6102.0,524.0,553.0,1547.0,2.0,704.0,83.0,2025-08-01,0,1
2025,9,A3923,BILBAO - DURANGO - ELORRIO (Autopista),65655.0,43824.0,7341.0,3085.0,2388.0,1520.0,7.0,561.0,109.0,2025-09-01,0,1
2025,10,A3923,BILBAO - DURANGO - ELORRIO (Autopista),68266.0,43367.0,7935.0,4218.0,3108.0,1421.0,3.0,456.0,97.0,2025-10-01,0,1
2025,11,A3923,BILBAO - DURANGO - ELORRIO (Autopista),60931.0,38397.0,7319.0,3662.0,2841.0,1259.0,11.0,450.0,115.0,2025-11-01,0,1
2025,12,A3923,BILBAO - DURANGO - ELORRIO (Autopista),77624.0,56829.0,7684.0,2629.0,1634.0,1423.0,14.0,599.0,142.0,2025-12-01,0,1
2020,1,A3915,BILBAO - DURANGO - ONDARROA (Autopista),47433.0,26607.0,10498.0,1456.0,685.0,5813.0,8.0,458.0,183.0,2020-01-01,1,0
2020,2,A3915,BILBAO - DURANGO - ONDARROA (Autopista),49106.0,27827.0,10555.0,1664.0,758.0,5808.0,22.0,525.0,191.0,2020-02-01,1,0
2020,3,A3915,BILBAO - DURANGO - ONDARROA (Autopista),21574.0,12836.0,4332.0,842.0,365.0,2231.0,3.0,153.0,78.0,2020-03-01,1,0
2020,4,A3915,BILBAO - DURANGO - ONDARROA (Autopista),4258.0,3779.0,308.0,27.0,5.0,0.0,0.0,3.0,7.0,2020-04-01,1,0
2020,5,A3915,BILBAO - DURANGO - ONDARROA (Autopista),12119.0,9751.0,1933.0,62.0,53.0,0.0,0.0,15.0,18.0,2020-05-01,1,0
2020,6,A3915,BILBAO - DURANGO - ONDARROA (Autopista),26451.0,19721.0,5169.0,340.0,242.0,0.0,0.0,54.0,73.0,2020-06-01,1,0
2020,7,A3915,BILBAO - DURANGO - ONDARROA (Autopista),32393.0,24047.0,6392.0,443.0,195.0,0.0,0.0,167.0,66.0,2020-07-01,1,0
2020,8,A3915,BILBAO - DURANGO - ONDARROA (Autopista),27113.0,20629.0,4994.0,329.0,183.0,0.0,0.0,127.0,52.0,2020-08-01,1,0
2020,9,A3915,BILBAO - DURANGO - ONDARROA (Autopista),32365.0,23607.0,6013.0,1027.0,232.0,0.0,0.0,109.0,51.0,2020-09-01,1,0
2020,10,A3915,BILBAO - DURANGO - ONDARROA (Autopista),31326.0,23064.0,4542.0,1724.0,390.0,0.0,0.0,48.0,24.0,2020-10-01,1,0
2020,11,A3915,BILBAO - DURANGO - ONDARROA (Autopista),25389.0,18576.0,3591.0,1575.0,311.0,0.0,0.0,57.0,32.0,2020-11-01,1,0
2020,12,A3915,BILBAO - DURANGO - ONDARROA (Autopista),27379.0,20406.0,3803.0,1119.0,280.0,287.0,0.0,97.0,47.0,2020-12-01,1,0
2021,1,A3915,BILBAO - DURANGO - ONDARROA (Autopista),26965.0,19339.0,3484.0,1128.0,285.0,1333.0,1.0,165.0,56.0,2021-01-01,1,0
2021,2,A3915,BILBAO - DURANGO - ONDARROA (Autopista),26008.0,18088.0,3587.0,1384.0,254.0,1403.0,1.0,126.0,68.0,2021-02-01,1,0
2021,3,A3915,BILBAO - DURANGO - ONDARROA (Autopista),35094.0,23559.0,5703.0,1592.0,315.0,2159.0,0.0,274.0,122.0,2021-03-01,1,0
2021,4,A3915,BILBAO - DURANGO - ONDARROA (Autopista),29867.0,19335.0,5347.0,1330.0,247.0,2150.0,2.0,276.0,102.0,2021-04-01,1,0
2021,5,A3915,BILBAO - DURANGO - ONDARROA (Autopista),36802.0,23269.0,7490.0,1314.0,272.0,2675.0,2.0,317.0,116.0,2021-05-01,1,0
2021,6,A3915,BILBAO - DURANGO - ONDARROA (Autopista),39935.0,25711.0,7619.0,832.0,230.0,3594.0,0.0,388.0,188.0,2021-06-01,1,0
2021,7,A3915,BILBAO - DURANGO - ONDARROA (Autopista),37429.0,23881.0,6885.0,610.0,154.0,3957.0,8.0,591.0,109.0,2021-07-01,1,0
2021,8,A3915,BILBAO - DURANGO - ONDARROA (Autopista),34518.0,21578.0,6787.0,474.0,54.0,3909.0,4.0,659.0,120.0,2021-08-01,1,0
2021,9,A3915,BILBAO - DURANGO - ONDARROA (Autopista),39955.0,24874.0,7255.0,1380.0,244.0,4187.0,1.0,397.0,120.0,2021-09-01,1,0
2021,10,A3915,BILBAO - DURANGO - ONDARROA (Autopista),41553.0,25393.0,7373.0,2054.0,458.0,4108.0,0.0,398.0,84.0,2021-10-01,1,0
2021,11,A3915,BILBAO - DURANGO - ONDARROA (Autopista),37177.0,24942.0,7070.0,,,3633.0,2.0,289.0,127.0,2021-11-01,1,0
2021,12,A3915,BILBAO - DURANGO - ONDARROA (Autopista),36594.0,23297.0,6501.0,1067.0,293.0,3588.0,4.0,333.0,106.0,2021-12-01,1,0
2022,1,A3915,BILBAO - DURANGO - ONDARROA (Autopista),35563.0,22406.0,6333.0,1290.0,352.0,3311.0,5.0,391.0,118.0,2022-01-01,0,0
2022,2,A3915,BILBAO - DURANGO - ONDARROA (Autopista),38016.0,23343.0,7192.0,1794.0,460.0,3252.0,0.0,353.0,160.0,2022-02-01,0,0
2022,3,A3915,BILBAO - DURANGO - ONDARROA (Autopista),46990.0,28876.0,9139.0,1903.0,586.0,3865.0,7.0,477.0,165.0,2022-03-01,0,0
2022,4,A3915,BILBAO - DURANGO - ONDARROA (Autopista),41142.0,25612.0,7518.0,1371.0,389.0,4059.0,2.0,485.0,139.0,2022-04-01,0,0
2022,5,A3915,BILBAO - DURANGO - ONDARROA (Autopista),47910.0,29561.0,9365.0,1765.0,402.0,4272.0,8.0,547.0,186.0,2022-05-01,0,0
2022,6,A3915,BILBAO - DURANGO - ONDARROA (Autopista),46557.0,29339.0,9516.0,837.0,170.0,4227.0,4.0,561.0,147.0,2022-06-01,0,0
2022,7,A3915,BILBAO - DURANGO - ONDARROA (Autopista),45725.0,27891.0,9572.0,493.0,186.0,4953.0,7.0,772.0,146.0,2022-07-01,0,0
2022,8,A3915,BILBAO - DURANGO - ONDARROA (Autopista),42048.0,25326.0,8944.0,425.0,143.0,4953.0,10.0,731.0,135.0,2022-08-01,0,0
2022,9,A3915,BILBAO - DURANGO - ONDARROA (Autopista),47056.0,29390.0,9421.0,1744.0,799.0,3234.0,10.0,475.0,127.0,2022-09-01,0,1
2022,10,A3915,BILBAO - DURANGO - ONDARROA (Autopista),49467.0,31566.0,9355.0,1966.0,1102.0,2880.0,2.0,502.0,170.0,2022-10-01,0,1
2022,11,A3915,BILBAO - DURANGO - ONDARROA (Autopista),43677.0,28036.0,8667.0,1657.0,872.0,2206.0,0.0,406.0,145.0,2022-11-01,0,1
2022,12,A3915,BILBAO - DURANGO - ONDARROA (Autopista),42261.0,27924.0,7809.0,1092.0,675.0,2459.0,5.0,520.0,136.0,2022-12-01,0,1
2023,1,A3915,BILBAO - DURANGO - ONDARROA (Autopista),35200.0,23199.0,6683.0,1015.0,609.0,1802.0,2.0,421.0,129.0,2023-01-01,0,1
2023,2,A3915,BILBAO - DURANGO - ONDARROA (Autopista),37202.0,24657.0,6908.0,1228.0,703.0,1742.0,0.0,396.0,138.0,2023-02-01,0,1
2023,3,A3915,BILBAO - DURANGO - ONDARROA (Autopista),42183.0,27819.0,8232.0,1404.0,740.0,1890.0,2.0,387.0,147.0,2023-03-01,0,1
2023,4,A3915,BILBAO - DURANGO - ONDARROA (Autopista),45416.0,30203.0,8623.0,1094.0,695.0,2660.0,5.0,607.0,160.0,2023-04-01,0,1
2023,5,A3915,BILBAO - DURANGO - ONDARROA (Autopista),53309.0,35313.0,10192.0,1312.0,835.0,3007.0,1.0,594.0,215.0,2023-05-01,0,1
2023,6,A3915,BILBAO - DURANGO - ONDARROA (Autopista),52757.0,35087.0,10951.0,737.0,526.0,2708.0,4.0,687.0,306.0,2023-06-01,0,1
2023,7,A3915,BILBAO - DURANGO - ONDARROA (Autopista),51105.0,34785.0,9494.0,409.0,263.0,3500.0,12.0,838.0,232.0,2023-07-01,0,1
2023,8,A3915,BILBAO - DURANGO - ONDARROA (Autopista),46950.0,31659.0,9247.0,303.0,222.0,3258.0,7.0,805.0,190.0,2023-08-01,0,1
2023,9,A3915,BILBAO - DURANGO - ONDARROA (Autopista),53274.0,35503.0,9956.0,1235.0,752.0,3094.0,3.0,728.0,233.0,2023-09-01,0,1
2023,10,A3915,BILBAO - DURANGO - ONDARROA (Autopista),56056.0,36970.0,10821.0,1613.0,1055.0,2740.0,3.0,619.0,256.0,2023-10-01,0,1
2023,11,A3915,BILBAO - DURANGO - ONDARROA (Autopista),53913.0,35963.0,10296.0,1554.0,1043.0,2467.0,1.0,536.0,219.0,2023-11-01,0,1
2023,12,A3915,BILBAO - DURANGO - ONDARROA (Autopista),53058.0,36112.0,9613.0,1057.0,650.0,3036.0,4.0,602.0,213.0,2023-12-01,0,1
2024,1,A3915,BILBAO - DURANGO - ONDARROA (Autopista),50.724,32.755,9.792,1.531,608.0,2.6,2.0,511.0,213.0,2024-01-01,0,1
2024,2,A3915,BILBAO - DURANGO - ONDARROA (Autopista),51481.0,34159.0,9582.0,1425.0,865.0,2188.0,2.0,464.0,210.0,2024-02-01,0,1
2024,3,A3915,BILBAO - DURANGO - ONDARROA (Autopista),53269.0,34796.0,10094.0,1365.0,1084.0,2311.0,0.0,550.0,195.0,2024-03-01,0,1
2024,4,A3915,BILBAO - DURANGO - ONDARROA (Autopista),54381.0,35370.0,10567.0,1407.0,828.0,2575.0,0.0,609.0,253.0,2024-04-01,0,1
2024,5,A3915,BILBAO - DURANGO - ONDARROA (Autopista),58499.0,37540.0,11352.0,1503.0,932.0,3134.0,3.0,584.0,243.0,2024-05-01,0,1
2024,6,A3915,BILBAO - DURANGO - ONDARROA (Autopista),57972.0,38350.0,11395.0,831.0,726.0,2865.0,4.0,687.0,234.0,2024-06-01,0,1
2024,7,A3915,BILBAO - DURANGO - ONDARROA (Autopista),54735.0,37426.0,11393.0,0.0,0.0,3150.0,14.0,908.0,189.0,2024-07-01,0,1
2024,8,A3915,BILBAO - DURANGO - ONDARROA (Autopista),53496.0,35389.0,10765.0,521.0,272.0,2933.0,0.0,833.0,174.0,2024-08-01,0,1
2024,9,A3915,BILBAO - DURANGO - ONDARROA (Autopista),56305.0,36236.0,10654.0,1680.0,970.0,2441.0,0.0,621.0,165.0,2024-09-01,0,1
2024,10,A3915,BILBAO - DURANGO - ONDARROA (Autopista),60346.0,39614.0,11420.0,2550.0,1512.0,2564.0,1.0,448.0,209.0,2024-10-01,0,1
2024,11,A3915,BILBAO - DURANGO - ONDARROA (Autopista),61069.0,38118.0,11446.0,2344.0,1809.0,2493.0,4.0,618.0,145.0,2024-11-01,0,1
2024,12,A3915,BILBAO - DURANGO - ONDARROA (Autopista),57623.0,37240.0,10462.0,1661.0,1155.0,2637.0,1.0,644.0,185.0,2024-12-01,0,1
2025,1,A3915,BILBAO - DURANGO - ONDARROA (Autopista),51071.0,32585.0,9491.0,1629.0,1089.0,2129.0,6.0,548.0,183.0,2025-01-01,0,1
2025,2,A3915,BILBAO - DURANGO - ONDARROA (Autopista),64849.0,41342.0,12244.0,2281.0,1761.0,2037.0,2.0,485.0,173.0,2025-02-01,0,1
2025,3,A3915,BILBAO - DURANGO - ONDARROA (Autopista),62967.0,39964.0,12145.0,1863.0,1720.0,2121.0,0.0,597.0,178.0,2025-03-01,0,1
2025,4,A3915,BILBAO - DURANGO - ONDARROA (Autopista),57639.0,37358.0,11022.0,1298.0,1295.0,2020.0,3.0,623.0,133.0,2025-04-01,0,1
2025,5,A3915,BILBAO - DURANGO - ONDARROA (Autopista),66583.0,43073.0,13106.0,1373.0,1498.0,2173.0,3.0,699.0,138.0,2025-05-01,0,1
2025,6,A3915,BILBAO - DURANGO - ONDARROA (Autopista),65944.0,42635.0,13694.0,826.0,870.0,2032.0,7.0,658.0,239.0,2025-06-01,0,1
2025,7,A3915,BILBAO - DURANGO - ONDARROA (Autopista),61101.0,40571.0,12613.0,625.0,510.0,2314.0,3.0,885.0,182.0,2025-07-01,0,1
2025,8,A3915,BILBAO - DURANGO - ONDARROA (Autopista),53286.0,35133.0,11530.0,420.0,257.0,2120.0,3.0,923.0,187.0,2025-08-01,0,1
2025,9,A3915,BILBAO - DURANGO - ONDARROA (Autopista),61645.0,39472.0,12061.0,1839.0,1294.0,2090.0,0.0,555.0,183.0,2025-09-01,0,1
2025,10,A3915,BILBAO - DURANGO - ONDARROA (Autopista),65672.0,40528.0,13569.0,2396.0,1608.0,2003.0,0.0,624.0,255.0,2025-10-01,0,1
2025,11,A3915,BILBAO - DURANGO - ONDARROA (Autopista),59839.0,37700.0,11774.0,2238.0,1553.0,1575.0,1.0,526.0,195.0,2025-11-01,0,1
2025,12,A3915,BILBAO - DURANGO - ONDARROA (Autopista),59007.0,38601.0,11369.0,1617.0,1147.0,1693.0,2.0,615.0,189.0,2025-12-01,0,1
2020,1,A3926,BILBAO - ERMUA - EIBAR (Autopista),27487.0,19144.0,2498.0,1286.0,354.0,2959.0,46.0,224.0,53.0,2020-01-01,1,0
2020,2,A3926,BILBAO - ERMUA - EIBAR (Autopista),27868.0,18864.0,2401.0,1825.0,414.0,2856.0,61.0,243.0,49.0,2020-02-01,1,0
2020,3,A3926,BILBAO - ERMUA - EIBAR (Autopista),12522.0,8773.0,900.0,847.0,224.0,1160.0,17.0,72.0,17.0,2020-03-01,1,0
2020,4,A3926,BILBAO - ERMUA - EIBAR (Autopista),929.0,863.0,8.0,17.0,0.0,0.0,0.0,0.0,1.0,2020-04-01,1,0
2020,5,A3926,BILBAO - ERMUA - EIBAR (Autopista),4028.0,3561.0,196.0,64.0,43.0,0.0,0.0,2.0,2.0,2020-05-01,1,0
2020,6,A3926,BILBAO - ERMUA - EIBAR (Autopista),12750.0,11018.0,1056.0,165.0,94.0,0.0,0.0,36.0,9.0,2020-06-01,1,0
2020,7,A3926,BILBAO - ERMUA - EIBAR (Autopista),15574.0,13536.0,1263.0,136.0,65.0,0.0,0.0,95.0,11.0,2020-07-01,1,0
2020,8,A3926,BILBAO - ERMUA - EIBAR (Autopista),11380.0,9813.0,990.0,89.0,26.0,0.0,0.0,79.0,10.0,2020-08-01,1,0
2020,9,A3926,BILBAO - ERMUA - EIBAR (Autopista),19240.0,15983.0,1134.0,981.0,289.0,0.0,0.0,55.0,16.0,2020-09-01,1,0
2020,10,A3926,BILBAO - ERMUA - EIBAR (Autopista),19333.0,15683.0,1013.0,1261.0,463.0,0.0,0.0,40.0,10.0,2020-10-01,1,0
2020,11,A3926,BILBAO - ERMUA - EIBAR (Autopista),14399.0,11529.0,460.0,1210.0,333.0,0.0,0.0,21.0,2.0,2020-11-01,1,0
2020,12,A3926,BILBAO - ERMUA - EIBAR (Autopista),15718.0,13235.0,644.0,648.0,206.0,191.0,5.0,64.0,13.0,2020-12-01,1,0
2021,1,A3926,BILBAO - ERMUA - EIBAR (Autopista),14795.0,12186.0,579.0,460.0,321.0,457.0,12.0,82.0,25.0,2021-01-01,1,0
2021,2,A3926,BILBAO - ERMUA - EIBAR (Autopista),13899.0,10887.0,463.0,932.0,362.0,431.0,9.0,81.0,38.0,2021-02-01,1,0
2021,3,A3926,BILBAO - ERMUA - EIBAR (Autopista),19154.0,14675.0,1004.0,1044.0,267.0,938.0,8.0,145.0,65.0,2021-03-01,1,0
2021,4,A3926,BILBAO - ERMUA - EIBAR (Autopista),15973.0,12325.0,748.0,891.0,226.0,787.0,9.0,133.0,79.0,2021-04-01,1,0
2021,5,A3926,BILBAO - ERMUA - EIBAR (Autopista),18986.0,14479.0,1272.0,769.0,238.0,1124.0,11.0,203.0,42.0,2021-05-01,1,0
2021,6,A3926,BILBAO - ERMUA - EIBAR (Autopista),22310.0,17335.0,1657.0,527.0,120.0,1480.0,52.0,266.0,43.0,2021-06-01,1,0
2021,7,A3926,BILBAO - ERMUA - EIBAR (Autopista),19549.0,14957.0,1539.0,257.0,25.0,1728.0,70.0,276.0,80.0,2021-07-01,1,0
2021,8,A3926,BILBAO - ERMUA - EIBAR (Autopista),14111.0,10259.0,1188.0,133.0,12.0,1807.0,18.0,265.0,23.0,2021-08-01,1,0
2021,9,A3926,BILBAO - ERMUA - EIBAR (Autopista),22440.0,16543.0,1591.0,1101.0,252.0,1745.0,24.0,194.0,43.0,2021-09-01,1,0
2021,10,A3926,BILBAO - ERMUA - EIBAR (Autopista),26636.0,19141.0,1962.0,1689.0,393.0,1960.0,29.0,224.0,56.0,2021-10-01,1,0
2021,11,A3926,BILBAO - ERMUA - EIBAR (Autopista),26187.0,18783.0,1804.0,1815.0,430.0,1909.0,21.0,187.0,58.0,2021-11-01,1,0
2021,12,A3926,BILBAO - ERMUA - EIBAR (Autopista),23408.0,17386.0,1643.0,832.0,193.0,2084.0,47.0,263.0,36.0,2021-12-01,1,0
2022,1,A3926,BILBAO - ERMUA - EIBAR (Autopista),20816.0,15542.0,1461.0,823.0,323.0,1616.0,34.0,180.0,57.0,2022-01-01,0,0
2022,2,A3926,BILBAO - ERMUA - EIBAR (Autopista),22541.0,15990.0,1699.0,1517.0,347.0,1722.0,46.0,185.0,53.0,2022-02-01,0,0
2022,3,A3926,BILBAO - ERMUA - EIBAR (Autopista),27516.0,19655.0,2123.0,1824.0,424.0,2013.0,42.0,215.0,60.0,2022-03-01,0,0
2022,4,A3926,BILBAO - ERMUA - EIBAR (Autopista),22876.0,16628.0,1828.0,926.0,201.0,2240.0,53.0,203.0,48.0,2022-04-01,0,0
2022,5,A3926,BILBAO - ERMUA - EIBAR (Autopista),25914.0,18859.0,1962.0,1271.0,336.0,2195.0,50.0,263.0,81.0,2022-05-01,0,0
2022,6,A3926,BILBAO - ERMUA - EIBAR (Autopista),26219.0,19898.0,2014.0,566.0,86.0,2417.0,61.0,254.0,70.0,2022-06-01,0,0
2022,7,A3926,BILBAO - ERMUA - EIBAR (Autopista),23646.0,17277.0,1917.0,298.0,92.0,2917.0,65.0,335.0,73.0,2022-07-01,0,0
2022,8,A3926,BILBAO - ERMUA - EIBAR (Autopista),19345.0,13731.0,1624.0,126.0,64.0,2950.0,51.0,317.0,62.0,2022-08-01,0,0
2022,9,A3926,BILBAO - ERMUA - EIBAR (Autopista),28424.0,21222.0,2077.0,1156.0,478.0,2156.0,34.0,276.0,47.0,2022-09-01,0,1
2022,10,A3926,BILBAO - ERMUA - EIBAR (Autopista),32556.0,24438.0,2570.0,1480.0,669.0,2032.0,29.0,260.0,52.0,2022-10-01,0,1
2022,11,A3926,BILBAO - ERMUA - EIBAR (Autopista),33803.0,25041.0,2708.0,1872.0,708.0,2032.0,29.0,260.0,52.0,2022-11-01,0,1
2022,12,A3926,BILBAO - ERMUA - EIBAR (Autopista),33233.0,25398.0,2662.0,912.0,393.0,2477.0,65.0,345.0,61.0,2022-12-01,0,1
2023,1,A3926,BILBAO - ERMUA - EIBAR (Autopista),31802.0,24461.0,2573.0,1009.0,517.0,1941.0,22.0,349.0,63.0,2023-01-01,0,1
2023,2,A3926,BILBAO - ERMUA - EIBAR (Autopista),31920.0,24049.0,2602.0,1689.0,686.0,1641.0,14.0,218.0,51.0,2023-02-01,0,1
2023,3,A3926,BILBAO - ERMUA - EIBAR (Autopista),35849.0,27103.0,2906.0,1844.0,742.0,1732.0,15.0,292.0,102.0,2023-03-01,0,1
2023,4,A3926,BILBAO - ERMUA - EIBAR (Autopista),30033.0,23013.0,2572.0,911.0,331.0,2013.0,24.0,335.0,52.0,2023-04-01,0,1
2023,5,A3926,BILBAO - ERMUA - EIBAR (Autopista),31827.0,24670.0,2568.0,1020.0,444.0,1862.0,12.0,300.0,43.0,2023-05-01,0,1
2023,6,A3926,BILBAO - ERMUA - EIBAR (Autopista),30614.0,24666.0,2526.0,498.0,236.0,1678.0,22.0,289.0,51.0,2023-06-01,0,1
2023,7,A3926,BILBAO - ERMUA - EIBAR (Autopista),29124.0,23016.0,2211.0,311.0,71.0,2315.0,50.0,426.0,44.0,2023-07-01,0,1
2023,8,A3926,BILBAO - ERMUA - EIBAR (Autopista),23563.0,18264.0,1899.0,178.0,116.0,2134.0,29.0,374.0,39.0,2023-08-01,0,1
2023,9,A3926,BILBAO - ERMUA - EIBAR (Autopista),32703.0,25340.0,2042.0,1344.0,595.0,1963.0,30.0,315.0,52.0,2023-09-01,0,1
2023,10,A3926,BILBAO - ERMUA - EIBAR (Autopista),36440.0,28170.0,2470.0,1441.0,642.0,2008.0,25.0,357.0,66.0,2023-10-01,0,1
2023,11,A3926,BILBAO - ERMUA - EIBAR (Autopista),36034.0,27903.0,2651.0,1429.0,738.0,1712.0,31.0,254.0,71.0,2023-11-01,0,1
2023,12,A3926,BILBAO - ERMUA - EIBAR (Autopista),36010.0,28789.0,2470.0,750.0,365.0,2282.0,43.0,391.0,69.0,2023-12-01,0,1
2024,1,A3926,BILBAO - ERMUA - EIBAR (Autopista),34.233,25094.0,2659.0,924.0,456.0,1996.0,32.0,352.0,42.0,2024-01-01,0,1
2024,2,A3926,BILBAO - ERMUA - EIBAR (Autopista),33724.0,25205.0,2504.0,1249.0,486.0,1732.0,30.0,236.0,52.0,2024-02-01,0,1
2024,3,A3926,BILBAO - ERMUA - EIBAR (Autopista),34105.0,25171.0,2660.0,1130.0,461.0,1901.0,9.0,359.0,74.0,2024-03-01,0,1
2024,4,A3926,BILBAO - ERMUA - EIBAR (Autopista),34614.0,25496.0,2550.0,1100.0,412.0,1815.0,28.0,433.0,41.0,2024-04-01,0,1
2024,5,A3926,BILBAO - ERMUA - EIBAR (Autopista),35308.0,25853.0,2616.0,946.0,490.0,1838.0,23.0,363.0,83.0,2024-05-01,0,1
2024,6,A3926,BILBAO - ERMUA - EIBAR (Autopista),33793.0,25616.0,2646.0,495.0,195.0,1802.0,21.0,384.0,73.0,2024-06-01,0,1
2024,7,A3926,BILBAO - ERMUA - EIBAR (Autopista),33044.0,25012.0,2469.0,404.0,144.0,2051.0,60.0,528.0,58.0,2024-07-01,0,1
2024,8,A3926,BILBAO - ERMUA - EIBAR (Autopista),26189.0,19852.0,2057.0,152.0,39.0,2116.0,25.0,538.0,39.0,2024-08-01,0,1
2024,9,A3926,BILBAO - ERMUA - EIBAR (Autopista),36834.0,26092.0,2508.0,1342.0,567.0,1783.0,14.0,481.0,61.0,2024-09-01,0,1
