linea,fecha,año,mes,viajeros_pred_prophet,viajeros_pred_lower,viajeros_pred_upper
Termibus - UPV/EHU (Autopista),2026-07-01,2026,7,12198.80997609095,3384.066496767719,21001.929895516874
Termibus - UPV/EHU (Autopista),2026-08-01,2026,8,1627.7598903279443,0.0,10348.724070495731
Termibus - UPV/EHU (Autopista),2026-09-01,2026,9,76496.6101890783,67777.67292966062,85291.27568102164
Termibus - UPV/EHU (Autopista),2026-10-01,2026,10,96154.61290980512,87737.93800440503,104927.71753138311
Termibus - UPV/EHU (Autopista),2026-11-01,2026,11,93806.14430779185,84213.27769705968,102036.71034354306
Termibus - UPV/EHU (Autopista),2026-12-01,2026,12,53776.44204941298,44803.78049190842,62616.97119601618
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-01-01,2026,1,5109.041957938003,3867.342718040482,6322.169636458424
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-02-01,2026,2,9511.239345673435,8315.592147274872,10610.647572258884
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-03-01,2026,3,9825.200712956443,8687.95795904837,10979.280738583275
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-04-01,2026,4,5271.512381169195,4128.4236751748795,6484.4837395796385
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-05-01,2026,5,6331.2170397783075,5168.377937126198,7513.092361001646
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-06-01,2026,6,433.1584399747293,0.0,1593.5788930463502
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-07-01,2026,7,0.0,0.0,1089.8436279693274
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-08-01,2026,8,20.269095120594,0.0,1292.3766974907494
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-09-01,2026,9,8069.3056818189425,6936.34663545206,9331.986449285381
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-10-01,2026,10,10570.883359580657,9373.500679357368,11729.169516513573
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-11-01,2026,11,11135.415379965269,10005.959847034514,12283.317982008677
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-12-01,2026,12,6101.277551408878,5016.291558582481,7257.588647466904
URIBE KOSTA - UPV/EHU,2026-01-01,2026,1,3115.940373890275,2461.4387273746447,3795.991114458224
URIBE KOSTA - UPV/EHU,2026-02-01,2026,2,5258.625263094517,4593.6088375286,5934.116657439683
URIBE KOSTA - UPV/EHU,2026-03-01,2026,3,4842.83027907297,4175.858026774231,5517.263636752329
URIBE KOSTA - UPV/EHU,2026-04-01,2026,4,2895.7218978706246,2193.076301308807,3568.4890190507026
URIBE KOSTA - UPV/EHU,2026-05-01,2026,5,3760.5969754783478,3066.881119165504,4426.5520715075645
URIBE KOSTA - UPV/EHU,2026-06-01,2026,6,348.52398361241666,0.0,1019.7296721089854
URIBE KOSTA - UPV/EHU,2026-07-01,2026,7,55.65799511383741,0.0,717.835388408462
URIBE KOSTA - UPV/EHU,2026-08-01,2026,8,0.0,0.0,671.138871326754
URIBE KOSTA - UPV/EHU,2026-09-01,2026,9,5367.98050623343,4709.298962758501,6076.110374448368
URIBE KOSTA - UPV/EHU,2026-10-01,2026,10,6513.430126725357,5768.691719928636,7153.953524976428
URIBE KOSTA - UPV/EHU,2026-11-01,2026,11,6968.808982263745,6296.118295924567,7666.667984885059
URIBE KOSTA - UPV/EHU,2026-12-01,2026,12,3709.8525994593283,3077.322046063492,4391.149428728733
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-01-01,2026,1,28943.919337819272,23849.031827276605,34547.65654436812
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-02-01,2026,2,40280.825809205686,34551.44144938399,45555.83574941915
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-03-01,2026,3,40634.8477404127,35286.670319735815,46017.39470665167
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-04-01,2026,4,33970.148879658285,28712.664057702954,39647.80063762107
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-05-01,2026,5,39703.4954428927,33945.23820685213,44923.47276795378
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-06-01,2026,6,39173.648086351204,33364.14064010978,44656.64701000321
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-07-01,2026,7,35188.39474094099,29565.783686858565,40637.85526730315
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-08-01,2026,8,27485.137395440866,22169.80047017884,33095.09091042683
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-09-01,2026,9,42428.131951704534,36886.436492513865,48280.41743347412
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-10-01,2026,10,45111.43133320624,39655.053079220655,50807.53505952832
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-11-01,2026,11,43805.00640684235,38656.0385596401,49550.75334171597
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-12-01,2026,12,40642.574883021174,34839.14959087036,46248.60065901287
Zabalburu - UPV/EHU  (Juan de Garay),2026-01-01,2026,1,11167.677666467169,8065.243791792461,14416.37921385748
Zabalburu - UPV/EHU  (Juan de Garay),2026-02-01,2026,2,25016.511406550606,21912.88586313209,28074.46983760718
Zabalburu - UPV/EHU  (Juan de Garay),2026-03-01,2026,3,22792.00378950555,19485.442753515305,25800.39606123421
Zabalburu - UPV/EHU  (Juan de Garay),2026-04-01,2026,4,13220.341562445838,10249.969296474343,16371.338886449848
Zabalburu - UPV/EHU  (Juan de Garay),2026-05-01,2026,5,16123.303040836503,13011.346172542728,19286.513296749377
Zabalburu - UPV/EHU  (Juan de Garay),2026-06-01,2026,6,8485.470819815435,5118.4702303758795,11659.752889031242
Zabalburu - UPV/EHU  (Juan de Garay),2026-07-01,2026,7,1161.1973667709685,0.0,4442.7156647355805
Zabalburu - UPV/EHU  (Juan de Garay),2026-08-01,2026,8,0.0,0.0,3172.917540490749
Zabalburu - UPV/EHU  (Juan de Garay),2026-09-01,2026,9,20361.800082063455,17394.05885066503,23468.912457258593
Zabalburu - UPV/EHU  (Juan de Garay),2026-10-01,2026,10,27979.941737845675,25084.521022339643,31118.37762790047
Zabalburu - UPV/EHU  (Juan de Garay),2026-11-01,2026,11,27370.226889573918,24524.01765719309,30603.841109918176
Zabalburu - UPV/EHU  (Juan de Garay),2026-12-01,2026,12,14291.156229425098,11020.750161831695,17393.225611118694
