año,mes,codigo_linea,linea,viajeros_total,creditrans,gizatrans,gazte_70,goro,ocasional,familia_numerosa,menores_6,empresa,fecha,flag_covid,flag_subsidio,expediciones_anuales,dias_servicio,expediciones_mes_est,ratio_saturacion,trimestre,mes_num,año_num,mes_sin,mes_cos,lag_1,lag_3,lag_12,rolling_mean_3,rolling_mean_6,rolling_mean_12
2021,4,A3247,BILBAO-Aireportua/Aeropuerto,10274.0,6538.0,230.0,42.0,49.0,3077.0,4.0,88.0,71.0,2021-04-01,1,0,,,,,2,4,2021,0.8660254037844387,-0.4999999999999998,8881.0,9688.0,744.0,8454.333333333334,11276.333333333334,13010.416666666666
2021,5,A3247,BILBAO-Aireportua/Aeropuerto,16918.0,10330.0,613.0,106.0,62.0,5373.0,5.0,124.0,58.0,2021-05-01,1,0,,,,,2,5,2021,0.49999999999999994,-0.8660254037844387,10274.0,6794.0,1046.0,8649.666666666666,9199.666666666666,13804.583333333334
2021,6,A3247,BILBAO-Aireportua/Aeropuerto,33729.0,18964.0,1774.0,100.0,89.0,11747.0,12.0,369.0,137.0,2021-06-01,1,0,,,,,2,6,2021,1.2246467991473532e-16,-1.0,16918.0,8881.0,2954.0,12024.333333333334,10730.666666666666,15127.25
2021,7,A3247,BILBAO-Aireportua/Aeropuerto,54776.0,28866.0,1889.0,132.0,153.0,21986.0,10.0,653.0,199.0,2021-07-01,1,0,,,,,3,7,2021,-0.4999999999999997,-0.8660254037844388,33729.0,10274.0,23752.0,20307.0,14380.666666666666,17691.833333333332
2021,8,A3247,BILBAO-Aireportua/Aeropuerto,67922.0,35061.0,1723.0,132.0,113.0,28746.0,28.0,1019.0,141.0,2021-08-01,1,0,,,,,3,8,2021,-0.8660254037844385,-0.5000000000000004,54776.0,16918.0,32715.0,35141.0,21895.333333333332,20277.166666666668
2021,9,A3247,BILBAO-Aireportua/Aeropuerto,56509.0,27990.0,2672.0,198.0,139.0,24103.0,12.0,516.0,155.0,2021-09-01,1,0,,,,,3,9,2021,-1.0,-1.8369701987210297e-16,67922.0,33729.0,27256.0,52142.333333333336,32083.333333333332,23211.083333333332
2021,10,A3247,BILBAO-Aireportua/Aeropuerto,55357.0,26603.0,2765.0,190.0,121.0,24165.0,11.0,570.0,179.0,2021-10-01,1,0,,,,,4,10,2021,-0.8660254037844386,0.5000000000000001,56509.0,54776.0,22734.0,59735.666666666664,40021.333333333336,25648.833333333332
2021,11,A3247,BILBAO-Aireportua/Aeropuerto,43617.0,22963.0,1922.0,111.0,156.0,17327.0,5.0,450.0,120.0,2021-11-01,1,0,,,,,4,11,2021,-0.5000000000000004,0.8660254037844384,55357.0,67922.0,7732.0,59929.333333333336,47535.166666666664,28367.416666666668
2021,12,A3247,BILBAO-Aireportua/Aeropuerto,45061.0,24516.0,1773.0,150.0,171.0,16991.0,10.0,606.0,135.0,2021-12-01,1,0,,,,,4,12,2021,-2.4492935982947064e-16,1.0,43617.0,56509.0,11829.0,51827.666666666664,51985.0,31357.833333333332
2022,1,A3247,BILBAO-Aireportua/Aeropuerto,31987.0,18139.0,1351.0,88.0,132.0,11302.0,8.0,361.0,81.0,2022-01-01,0,0,,,,,1,1,2022,0.49999999999999994,0.8660254037844387,45061.0,55357.0,9688.0,48011.666666666664,53873.666666666664,34127.166666666664
2022,2,A3247,BILBAO-Aireportua/Aeropuerto,35521.0,18819.0,2189.0,163.0,152.0,13109.0,15.0,308.0,131.0,2022-02-01,0,0,,,,,1,2,2022,0.8660254037844386,0.5000000000000001,31987.0,43617.0,6794.0,40221.666666666664,50075.5,35985.416666666664
2022,3,A3247,BILBAO-Aireportua/Aeropuerto,47725.0,23267.0,3923.0,208.0,207.0,18799.0,9.0,414.0,154.0,2022-03-01,0,0,,,,,1,3,2022,1.0,6.123233995736766e-17,35521.0,45061.0,8881.0,37523.0,44675.333333333336,38379.333333333336
2022,4,A3247,BILBAO-Aireportua/Aeropuerto,75221.0,35215.0,4747.0,184.0,191.0,32631.0,18.0,895.0,204.0,2022-04-01,0,0,,,,,2,4,2022,0.8660254037844387,-0.4999999999999998,47725.0,31987.0,10274.0,38411.0,43211.333333333336,41616.333333333336
2022,5,A3247,BILBAO-Aireportua/Aeropuerto,77753.0,33963.0,5520.0,171.0,272.0,35976.0,17.0,706.0,240.0,2022-05-01,0,0,,,,,2,5,2022,0.49999999999999994,-0.8660254037844387,75221.0,35521.0,16918.0,52822.333333333336,46522.0,47028.583333333336
2022,6,A3247,BILBAO-Aireportua/Aeropuerto,86487.0,38903.0,4182.0,203.0,265.0,40479.0,24.0,930.0,250.0,2022-06-01,0,0,,,,,2,6,2022,1.2246467991473532e-16,-1.0,77753.0,47725.0,33729.0,66899.66666666667,52211.333333333336,52098.166666666664
2022,7,A3247,BILBAO-Aireportua/Aeropuerto,99664.0,44572.0,2625.0,211.0,239.0,48878.0,46.0,1194.0,300.0,2022-07-01,0,0,,,,,3,7,2022,-0.4999999999999997,-0.8660254037844388,86487.0,75221.0,54776.0,79820.33333333333,59115.666666666664,56494.666666666664
2022,8,A3247,BILBAO-Aireportua/Aeropuerto,110187.0,49693.0,2587.0,232.0,260.0,53938.0,55.0,1713.0,334.0,2022-08-01,0,0,,,,,3,8,2022,-0.8660254037844385,-0.5000000000000004,99664.0,77753.0,67922.0,87968.0,70395.16666666667,60235.333333333336
2020,1,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,11700.0,8388.0,1551.0,521.0,282.0,462.0,2.0,28.0,199.0,2020-01-01,1,0,,,,,1,1,2020,0.49999999999999994,0.8660254037844387,,,,,,
2020,2,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,11593.0,8338.0,1433.0,633.0,303.0,358.0,0.0,29.0,246.0,2020-02-01,1,0,,,,,1,2,2020,0.8660254037844386,0.5000000000000001,11700.0,,,,,
2020,3,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,6513.0,4913.0,643.0,362.0,169.0,175.0,0.0,14.0,104.0,2020-03-01,1,0,,,,,1,3,2020,1.0,6.123233995736766e-17,11593.0,,,,,
2020,4,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,1711.0,1425.0,174.0,37.0,26.0,,,,17.0,2020-04-01,1,0,,,,,2,4,2020,0.8660254037844387,-0.4999999999999998,6513.0,11700.0,,9935.333333333334,,
2020,5,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,3383.0,2768.0,369.0,93.0,64.0,0.0,0.0,2.0,16.0,2020-05-01,1,0,,,,,2,5,2020,0.49999999999999994,-0.8660254037844387,1711.0,11593.0,,6605.666666666667,,
2020,6,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,5791.0,4478.0,890.0,138.0,111.0,0.0,0.0,8.0,34.0,2020-06-01,1,0,,,,,2,6,2020,1.2246467991473532e-16,-1.0,3383.0,6513.0,,3869.0,,
2020,7,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,6502.0,5026.0,979.0,117.0,113.0,0.0,0.0,33.0,47.0,2020-07-01,1,0,,,,,3,7,2020,-0.4999999999999997,-0.8660254037844388,5791.0,1711.0,,3628.3333333333335,6781.833333333333,
2020,8,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,5156.0,3978.0,752.0,169.0,97.0,0.0,0.0,21.0,36.0,2020-08-01,1,0,,,,,3,8,2020,-0.8660254037844385,-0.5000000000000004,6502.0,3383.0,,5225.333333333333,5915.5,
2020,9,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7371.0,5926.0,928.0,146.0,161.0,,,5.0,26.0,2020-09-01,1,0,,,,,3,9,2020,-1.0,-1.8369701987210297e-16,5156.0,5791.0,,5816.333333333333,4842.666666666667,
2020,10,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7402.0,5810.0,799.0,313.0,204.0,,,12.0,65.0,2020-10-01,1,0,,,,,4,10,2020,-0.8660254037844386,0.5000000000000001,7371.0,6502.0,,6343.0,4985.666666666667,
2020,11,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,5878.0,4756.0,554.0,229.0,137.0,,,9.0,54.0,2020-11-01,1,0,,,,,4,11,2020,-0.5000000000000004,0.8660254037844384,7402.0,5156.0,,6643.0,5934.166666666667,
2020,12,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,5343.0,4166.0,637.0,223.0,87.0,9.0,0.0,17.0,64.0,2020-12-01,1,0,,,,,4,12,2020,-2.4492935982947064e-16,1.0,5878.0,7371.0,,6883.666666666667,6350.0,
2021,1,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,5529.0,4442.0,586.0,81.0,110.0,56.0,0.0,10.0,98.0,2021-01-01,1,0,,,,,1,1,2021,0.49999999999999994,0.8660254037844387,5343.0,7402.0,11700.0,6207.666666666667,6275.333333333333,6528.583333333333
2021,2,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,6430.0,5115.0,661.0,195.0,94.0,83.0,0.0,17.0,95.0,2021-02-01,1,0,,,,,1,2,2021,0.8660254037844386,0.5000000000000001,5529.0,5878.0,11593.0,5583.333333333333,6113.166666666667,6014.333333333333
2021,3,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7173.0,5597.0,858.0,202.0,88.0,104.0,0.0,24.0,119.0,2021-03-01,1,0,,,,,1,3,2021,1.0,6.123233995736766e-17,6430.0,5343.0,6513.0,5767.333333333333,6325.5,5584.083333333333
2021,4,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,6737.0,5286.0,749.0,186.0,112.0,138.0,,16.0,66.0,2021-04-01,1,0,,,,,2,4,2021,0.8660254037844387,-0.4999999999999998,7173.0,5529.0,1711.0,6377.333333333333,6292.5,5639.083333333333
2021,5,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7975.0,5991.0,997.0,195.0,170.0,183.0,0.0,30.0,137.0,2021-05-01,1,0,,,,,2,5,2021,0.49999999999999994,-0.8660254037844387,6737.0,6430.0,3383.0,6780.0,6181.666666666667,6057.916666666667
2021,6,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7882.0,6036.0,908.0,183.0,172.0,220.0,0.0,21.0,131.0,2021-06-01,1,0,,,,,2,6,2021,1.2246467991473532e-16,-1.0,7975.0,7173.0,5791.0,7295.0,6531.166666666667,6440.583333333333
2021,7,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,6293.0,4672.0,897.0,138.0,131.0,162.0,,43.0,96.0,2021-07-01,1,0,,,,,3,7,2021,-0.4999999999999997,-0.8660254037844388,7882.0,6737.0,6502.0,7531.333333333333,6954.333333333333,6614.833333333333
2021,8,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,5418.0,3886.0,917.0,67.0,83.0,206.0,,18.0,55.0,2021-08-01,1,0,,,,,3,8,2021,-0.8660254037844385,-0.5000000000000004,6293.0,7975.0,5156.0,7383.333333333333,7081.666666666667,6597.416666666667
2021,9,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,7830.0,5917.0,966.0,141.0,133.0,240.0,,59.0,102.0,2021-09-01,1,0,,,,,3,9,2021,-1.0,-1.8369701987210297e-16,5418.0,7882.0,7371.0,6531.0,6913.0,6619.25
2021,10,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,8003.0,5697.0,1244.0,283.0,209.0,169.0,,30.0,100.0,2021-10-01,1,0,,,,,4,10,2021,-0.8660254037844386,0.5000000000000001,7830.0,6293.0,7402.0,6513.666666666667,7022.5,6657.5
2021,11,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,8621.0,6277.0,1078.0,383.0,257.0,207.0,0.0,25.0,93.0,2021-11-01,1,0,,,,,4,11,2021,-0.5000000000000004,0.8660254037844384,8003.0,5418.0,5878.0,7083.666666666667,7233.5,6707.583333333333
2021,12,A3224,BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,6985.0,5086.0,972.0,232.0,148.0,229.0,,34.0,75.0,2021-12-01,1,0,,,,,4,12,2021,-2.4492935982947064e-16,1.0,8621.0,7830.0,5343.0,8151.333333333333,7341.166666666667,6936.166666666667
