linea,fecha,año,mes,viajeros_pred_xgb
BILBAO - GALDAKAO - LARRABETZU,2026-06-01,2026,6,42138.65234375
BILBAO - GALDAKAO - LARRABETZU,2026-07-01,2026,7,33952.89453125
BILBAO - GALDAKAO - LARRABETZU,2026-08-01,2026,8,31120.611328125
BILBAO - GALDAKAO - LARRABETZU,2026-09-01,2026,9,41279.96875
BILBAO - GALDAKAO - LARRABETZU,2026-10-01,2026,10,45843.578125
BILBAO - GALDAKAO - LARRABETZU,2026-11-01,2026,11,46949.40234375
BILBAO - GALDAKAO - LARRABETZU,2026-12-01,2026,12,45765.90625
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-01-01,2026,1,61912.40625
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-02-01,2026,2,64288.7890625
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-03-01,2026,3,76283.78125
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-04-01,2026,4,77600.9296875
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-05-01,2026,5,82142.359375
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-06-01,2026,6,79449.4296875
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-07-01,2026,7,80746.171875
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-08-01,2026,8,70037.0625
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-09-01,2026,9,83137.7890625
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-10-01,2026,10,86511.6875
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-11-01,2026,11,83866.21875
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-12-01,2026,12,79892.3671875
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-01-01,2026,1,5999.38525390625
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-02-01,2026,2,15346.302734375
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-03-01,2026,3,15247.068359375
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-04-01,2026,4,17677.849609375
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-05-01,2026,5,17963.580078125
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-06-01,2026,6,18240.126953125
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-07-01,2026,7,18781.22265625
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-08-01,2026,8,17551.09765625
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-09-01,2026,9,20443.30859375
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-10-01,2026,10,20510.26171875
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-11-01,2026,11,18930.39453125
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-12-01,2026,12,16619.537109375
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-01-01,2026,1,7617.84130859375
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-02-01,2026,2,19029.01953125
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-03-01,2026,3,20180.10546875
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-04-01,2026,4,23354.748046875
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-05-01,2026,5,24246.67578125
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-06-01,2026,6,23390.345703125
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-07-01,2026,7,25335.517578125
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-08-01,2026,8,24510.52734375
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-09-01,2026,9,27977.8984375
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-10-01,2026,10,25396.208984375
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-11-01,2026,11,21816.970703125
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-12-01,2026,12,20375.31640625
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-01-01,2026,1,54623.3359375
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-02-01,2026,2,63513.828125
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-03-01,2026,3,74166.3125
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-04-01,2026,4,71700.046875
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-05-01,2026,5,76220.421875
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-06-01,2026,6,68531.3203125
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-07-01,2026,7,59987.7421875
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-08-01,2026,8,42583.30078125
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-09-01,2026,9,69643.796875
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-10-01,2026,10,73614.7265625
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-11-01,2026,11,71022.8046875
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-12-01,2026,12,79921.2890625
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-01-01,2026,1,55310.80859375
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-02-01,2026,2,63057.40625
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-03-01,2026,3,66178.375
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-04-01,2026,4,69417.921875
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-05-01,2026,5,70971.09375
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-06-01,2026,6,64693.78125
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-07-01,2026,7,64342.12109375
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-08-01,2026,8,54614.82421875
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-09-01,2026,9,67164.0234375
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-10-01,2026,10,71463.6015625
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-11-01,2026,11,67923.1484375
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-12-01,2026,12,76739.75
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-01-01,2026,1,22585.21484375
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-02-01,2026,2,41418.59375
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-03-01,2026,3,48001.90625
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-04-01,2026,4,50748.94921875
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-05-01,2026,5,51375.31640625
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-06-01,2026,6,49910.70703125
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-07-01,2026,7,45627.95703125
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-08-01,2026,8,47658.05859375
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-09-01,2026,9,51287.24609375
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-10-01,2026,10,52224.1328125
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-11-01,2026,11,50682.1875
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-12-01,2026,12,54359.62109375
BILBAO - Hospital Santa Marina Ospitalea,2026-01-01,2026,1,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-02-01,2026,2,199.863037109375
BILBAO - Hospital Santa Marina Ospitalea,2026-03-01,2026,3,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-04-01,2026,4,357.67669677734375
BILBAO - Hospital Santa Marina Ospitalea,2026-05-01,2026,5,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-06-01,2026,6,511.58673095703125
BILBAO - Hospital Santa Marina Ospitalea,2026-07-01,2026,7,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-08-01,2026,8,702.1183471679688
BILBAO - Hospital Santa Marina Ospitalea,2026-09-01,2026,9,103.9684829711914
BILBAO - Hospital Santa Marina Ospitalea,2026-10-01,2026,10,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-11-01,2026,11,387.7739562988281
BILBAO - Hospital Santa Marina Ospitalea,2026-12-01,2026,12,0.0
BILBAO - LAUKIZ - MUNGIA,2026-01-01,2026,1,4201.42822265625
BILBAO - LAUKIZ - MUNGIA,2026-02-01,2026,2,7214.9140625
BILBAO - LAUKIZ - MUNGIA,2026-03-01,2026,3,7241.80419921875
BILBAO - LAUKIZ - MUNGIA,2026-04-01,2026,4,8025.50439453125
BILBAO - LAUKIZ - MUNGIA,2026-05-01,2026,5,8453.40234375
BILBAO - LAUKIZ - MUNGIA,2026-06-01,2026,6,7340.18408203125
BILBAO - LAUKIZ - MUNGIA,2026-07-01,2026,7,6973.4404296875
BILBAO - LAUKIZ - MUNGIA,2026-08-01,2026,8,5514.32666015625
BILBAO - LAUKIZ - MUNGIA,2026-09-01,2026,9,8221.46875
BILBAO - LAUKIZ - MUNGIA,2026-10-01,2026,10,9095.2158203125
BILBAO - LAUKIZ - MUNGIA,2026-11-01,2026,11,7612.73779296875
BILBAO - LAUKIZ - MUNGIA,2026-12-01,2026,12,7273.98779296875
BILBAO - LEKEITIO (Autopista),2026-01-01,2026,1,8863.3154296875
BILBAO - LEKEITIO (Autopista),2026-02-01,2026,2,37612.984375
BILBAO - LEKEITIO (Autopista),2026-03-01,2026,3,40971.77734375
BILBAO - LEKEITIO (Autopista),2026-04-01,2026,4,46092.296875
BILBAO - LEKEITIO (Autopista),2026-05-01,2026,5,49626.05078125
BILBAO - LEKEITIO (Autopista),2026-06-01,2026,6,50891.4765625
BILBAO - LEKEITIO (Autopista),2026-07-01,2026,7,50823.2109375
BILBAO - LEKEITIO (Autopista),2026-08-01,2026,8,54658.078125
BILBAO - LEKEITIO (Autopista),2026-09-01,2026,9,57327.7265625
BILBAO - LEKEITIO (Autopista),2026-10-01,2026,10,58159.703125
BILBAO - LEKEITIO (Autopista),2026-11-01,2026,11,55589.390625
BILBAO - LEKEITIO (Autopista),2026-12-01,2026,12,53244.9765625
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-01-01,2026,1,15667.84765625
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-02-01,2026,2,25993.50390625
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-03-01,2026,3,30342.73046875
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-04-01,2026,4,30797.310546875
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-05-01,2026,5,30259.173828125
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-06-01,2026,6,28815.2109375
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-07-01,2026,7,29281.482421875
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-08-01,2026,8,26016.830078125
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-09-01,2026,9,29307.376953125
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-10-01,2026,10,31266.50390625
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-11-01,2026,11,29442.26171875
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-12-01,2026,12,34043.15234375
BILBAO - LEMOA - ZEANURI (Autopista),2026-01-01,2026,1,16945.42578125
BILBAO - LEMOA - ZEANURI (Autopista),2026-02-01,2026,2,23123.419921875
BILBAO - LEMOA - ZEANURI (Autopista),2026-03-01,2026,3,23707.857421875
BILBAO - LEMOA - ZEANURI (Autopista),2026-04-01,2026,4,25371.361328125
BILBAO - LEMOA - ZEANURI (Autopista),2026-05-01,2026,5,24421.6796875
BILBAO - LEMOA - ZEANURI (Autopista),2026-06-01,2026,6,23089.43359375
BILBAO - LEMOA - ZEANURI (Autopista),2026-07-01,2026,7,21737.361328125
BILBAO - LEMOA - ZEANURI (Autopista),2026-08-01,2026,8,5872.77001953125
BILBAO - LEMOA - ZEANURI (Autopista),2026-09-01,2026,9,24878.921875
BILBAO - LEMOA - ZEANURI (Autopista),2026-10-01,2026,10,28290.609375
BILBAO - LEMOA - ZEANURI (Autopista),2026-11-01,2026,11,26838.73828125
BILBAO - LEMOA - ZEANURI (Autopista),2026-12-01,2026,12,28080.009765625
BILBAO - MUNGIA (Por autopista/tik),2026-01-01,2026,1,16518.154296875
BILBAO - MUNGIA (Por autopista/tik),2026-02-01,2026,2,29087.615234375
BILBAO - MUNGIA (Por autopista/tik),2026-03-01,2026,3,31331.4296875
BILBAO - MUNGIA (Por autopista/tik),2026-04-01,2026,4,31757.759765625
BILBAO - MUNGIA (Por autopista/tik),2026-05-01,2026,5,32839.1796875
BILBAO - MUNGIA (Por autopista/tik),2026-06-01,2026,6,17765.34765625
BILBAO - MUNGIA (Por autopista/tik),2026-07-01,2026,7,4623.986328125
BILBAO - MUNGIA (Por autopista/tik),2026-08-01,2026,8,5441.25439453125
BILBAO - MUNGIA (Por autopista/tik),2026-09-01,2026,9,29793.78125
BILBAO - MUNGIA (Por autopista/tik),2026-10-01,2026,10,36879.3828125
BILBAO - MUNGIA (Por autopista/tik),2026-11-01,2026,11,35197.33203125
BILBAO - MUNGIA (Por autopista/tik),2026-12-01,2026,12,33659.56640625
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-01-01,2026,1,16326.935546875
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-02-01,2026,2,60921.08984375
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-03-01,2026,3,60521.78515625
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-04-01,2026,4,63500.59765625
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-05-01,2026,5,67560.9609375
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-06-01,2026,6,85790.75
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-07-01,2026,7,91460.8046875
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-08-01,2026,8,90272.8125
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-09-01,2026,9,68653.265625
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-10-01,2026,10,71566.6171875
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-11-01,2026,11,62548.671875
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-12-01,2026,12,48074.5546875
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-01-01,2026,1,82563.1484375
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-02-01,2026,2,96764.640625
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-03-01,2026,3,99622.5078125
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-04-01,2026,4,111973.015625
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-05-01,2026,5,120436.9921875
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-06-01,2026,6,119552.4609375
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-07-01,2026,7,118557.3203125
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-08-01,2026,8,94143.1640625
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-09-01,2026,9,107959.21875
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-10-01,2026,10,122136.2109375
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-11-01,2026,11,116837.515625
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-12-01,2026,12,116807.0703125
BILBAO - MUSKIZ,2026-01-01,2026,1,100095.3828125
BILBAO - MUSKIZ,2026-02-01,2026,2,113613.09375
BILBAO - MUSKIZ,2026-03-01,2026,3,119088.453125
BILBAO - MUSKIZ,2026-04-01,2026,4,125784.3984375
BILBAO - MUSKIZ,2026-05-01,2026,5,130405.9609375
BILBAO - MUSKIZ,2026-06-01,2026,6,123213.6015625
BILBAO - MUSKIZ,2026-07-01,2026,7,120302.5390625
BILBAO - MUSKIZ,2026-08-01,2026,8,112226.4140625
BILBAO - MUSKIZ,2026-09-01,2026,9,109963.65625
BILBAO - MUSKIZ,2026-10-01,2026,10,107494.53125
BILBAO - MUSKIZ,2026-11-01,2026,11,112386.078125
BILBAO - MUSKIZ,2026-12-01,2026,12,113221.1953125
BILBAO - SANTURTZI,2026-01-01,2026,1,69759.8359375
BILBAO - SANTURTZI,2026-02-01,2026,2,71451.0625
BILBAO - SANTURTZI,2026-03-01,2026,3,70536.25
BILBAO - SANTURTZI,2026-04-01,2026,4,70631.25
BILBAO - SANTURTZI,2026-05-01,2026,5,75582.734375
BILBAO - SANTURTZI,2026-06-01,2026,6,69318.046875
BILBAO - SANTURTZI,2026-07-01,2026,7,68444.8359375
BILBAO - SANTURTZI,2026-08-01,2026,8,66614.171875
BILBAO - SANTURTZI,2026-09-01,2026,9,81808.6953125
BILBAO - SANTURTZI,2026-10-01,2026,10,87467.421875
BILBAO - SANTURTZI,2026-11-01,2026,11,82917.671875
BILBAO - SANTURTZI,2026-12-01,2026,12,85883.1796875
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-01-01,2026,1,15063.552734375
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-02-01,2026,2,23626.78515625
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-03-01,2026,3,26121.591796875
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-04-01,2026,4,27240.3125
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-05-01,2026,5,28053.771484375
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-06-01,2026,6,27495.46484375
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-07-01,2026,7,25645.990234375
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-08-01,2026,8,20639.66796875
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-09-01,2026,9,27733.013671875
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-10-01,2026,10,30869.1953125
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-11-01,2026,11,28780.61328125
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-12-01,2026,12,28805.263671875
BILBAO - SESTAO - Errepelega/Repelega,2026-01-01,2026,1,17849.951171875
BILBAO - SESTAO - Errepelega/Repelega,2026-02-01,2026,2,26157.806640625
BILBAO - SESTAO - Errepelega/Repelega,2026-03-01,2026,3,27402.673828125
BILBAO - SESTAO - Errepelega/Repelega,2026-04-01,2026,4,30194.974609375
BILBAO - SESTAO - Errepelega/Repelega,2026-05-01,2026,5,29276.443359375
BILBAO - SESTAO - Errepelega/Repelega,2026-06-01,2026,6,27976.119140625
BILBAO - SESTAO - Errepelega/Repelega,2026-07-01,2026,7,28356.953125
BILBAO - SESTAO - Errepelega/Repelega,2026-08-01,2026,8,27420.705078125
BILBAO - SESTAO - Errepelega/Repelega,2026-09-01,2026,9,28614.609375
BILBAO - SESTAO - Errepelega/Repelega,2026-10-01,2026,10,30692.150390625
BILBAO - SESTAO - Errepelega/Repelega,2026-11-01,2026,11,28963.22265625
BILBAO - SESTAO - Errepelega/Repelega,2026-12-01,2026,12,30195.05078125
BILBAO - Sodupe - ARTZINIEGA,2026-01-01,2026,1,1504.396240234375
BILBAO - Sodupe - ARTZINIEGA,2026-02-01,2026,2,33757.58984375
BILBAO - Sodupe - ARTZINIEGA,2026-03-01,2026,3,34492.98828125
BILBAO - Sodupe - ARTZINIEGA,2026-04-01,2026,4,35935.11328125
BILBAO - Sodupe - ARTZINIEGA,2026-05-01,2026,5,37228.39453125
BILBAO - Sodupe - ARTZINIEGA,2026-06-01,2026,6,35961.578125
BILBAO - Sodupe - ARTZINIEGA,2026-07-01,2026,7,33626.82421875
BILBAO - Sodupe - ARTZINIEGA,2026-08-01,2026,8,31124.609375
BILBAO - Sodupe - ARTZINIEGA,2026-09-01,2026,9,39111.55859375
BILBAO - Sodupe - ARTZINIEGA,2026-10-01,2026,10,43093.24609375
BILBAO - Sodupe - ARTZINIEGA,2026-11-01,2026,11,39727.203125
BILBAO - Sodupe - ARTZINIEGA,2026-12-01,2026,12,37263.98828125
BILBAO - Sodupe - Arespalditza Respaldiza,2026-01-01,2026,1,5556.00048828125
BILBAO - Sodupe - Arespalditza Respaldiza,2026-02-01,2026,2,7146.4951171875
BILBAO - Sodupe - Arespalditza Respaldiza,2026-03-01,2026,3,7389.3154296875
BILBAO - Sodupe - Arespalditza Respaldiza,2026-04-01,2026,4,8082.97509765625
BILBAO - Sodupe - Arespalditza Respaldiza,2026-05-01,2026,5,8334.3603515625
BILBAO - Sodupe - Arespalditza Respaldiza,2026-06-01,2026,6,7185.42333984375
BILBAO - Sodupe - Arespalditza Respaldiza,2026-07-01,2026,7,6293.84521484375
BILBAO - Sodupe - Arespalditza Respaldiza,2026-08-01,2026,8,5261.55517578125
BILBAO - Sodupe - Arespalditza Respaldiza,2026-09-01,2026,9,7635.62939453125
BILBAO - Sodupe - Arespalditza Respaldiza,2026-10-01,2026,10,7916.69091796875
BILBAO - Sodupe - Arespalditza Respaldiza,2026-11-01,2026,11,7687.52880859375
BILBAO - Sodupe - Arespalditza Respaldiza,2026-12-01,2026,12,7412.12744140625
BILBAO - Sodupe - GORDEXOLA,2026-01-01,2026,1,5553.51904296875
BILBAO - Sodupe - GORDEXOLA,2026-02-01,2026,2,8188.185546875
BILBAO - Sodupe - GORDEXOLA,2026-03-01,2026,3,7626.99560546875
BILBAO - Sodupe - GORDEXOLA,2026-04-01,2026,4,8163.39892578125
BILBAO - Sodupe - GORDEXOLA,2026-05-01,2026,5,8458.9541015625
BILBAO - Sodupe - GORDEXOLA,2026-06-01,2026,6,7335.2958984375
BILBAO - Sodupe - GORDEXOLA,2026-07-01,2026,7,6293.84521484375
BILBAO - Sodupe - GORDEXOLA,2026-08-01,2026,8,4468.96728515625
BILBAO - Sodupe - GORDEXOLA,2026-09-01,2026,9,8150.103515625
BILBAO - Sodupe - GORDEXOLA,2026-10-01,2026,10,9153.017578125
BILBAO - Sodupe - GORDEXOLA,2026-11-01,2026,11,8115.2822265625
BILBAO - Sodupe - GORDEXOLA,2026-12-01,2026,12,7529.22216796875
BILBAO - UGAO MIRABALLES - OROZKO,2026-01-01,2026,1,35227.14453125
BILBAO - UGAO MIRABALLES - OROZKO,2026-02-01,2026,2,42649.1171875
BILBAO - UGAO MIRABALLES - OROZKO,2026-03-01,2026,3,46584.87890625
BILBAO - UGAO MIRABALLES - OROZKO,2026-04-01,2026,4,46733.7265625
BILBAO - UGAO MIRABALLES - OROZKO,2026-05-01,2026,5,48686.015625
BILBAO - UGAO MIRABALLES - OROZKO,2026-06-01,2026,6,45719.59765625
BILBAO - UGAO MIRABALLES - OROZKO,2026-07-01,2026,7,44889.09765625
BILBAO - UGAO MIRABALLES - OROZKO,2026-08-01,2026,8,39093.51171875
BILBAO - UGAO MIRABALLES - OROZKO,2026-09-01,2026,9,48642.796875
BILBAO - UGAO MIRABALLES - OROZKO,2026-10-01,2026,10,52774.58203125
BILBAO - UGAO MIRABALLES - OROZKO,2026-11-01,2026,11,49611.37109375
BILBAO - UGAO MIRABALLES - OROZKO,2026-12-01,2026,12,48937.13671875
BILBAO - UPV/EHU (Enekuri),2026-01-01,2026,1,6454.9833984375
BILBAO - UPV/EHU (Enekuri),2026-02-01,2026,2,15102.7958984375
BILBAO - UPV/EHU (Enekuri),2026-03-01,2026,3,14717.3779296875
BILBAO - UPV/EHU (Enekuri),2026-04-01,2026,4,14751.4765625
BILBAO - UPV/EHU (Enekuri),2026-05-01,2026,5,13636.9365234375
BILBAO - UPV/EHU (Enekuri),2026-06-01,2026,6,3505.33837890625
BILBAO - UPV/EHU (Enekuri),2026-07-01,2026,7,51.90000534057617
BILBAO - UPV/EHU (Enekuri),2026-08-01,2026,8,0.0
BILBAO - UPV/EHU (Enekuri),2026-09-01,2026,9,14998.4990234375
BILBAO - UPV/EHU (Enekuri),2026-10-01,2026,10,18877.42578125
BILBAO - UPV/EHU (Enekuri),2026-11-01,2026,11,17319.486328125
BILBAO - UPV/EHU (Enekuri),2026-12-01,2026,12,9019.2880859375
BILBAO-Aireportua/Aeropuerto,2026-01-01,2026,1,105674.15625
BILBAO-Aireportua/Aeropuerto,2026-02-01,2026,2,110666.8515625
BILBAO-Aireportua/Aeropuerto,2026-03-01,2026,3,118002.1953125
BILBAO-Aireportua/Aeropuerto,2026-04-01,2026,4,131587.625
BILBAO-Aireportua/Aeropuerto,2026-05-01,2026,5,137494.203125
BILBAO-Aireportua/Aeropuerto,2026-06-01,2026,6,132998.90625
BILBAO-Aireportua/Aeropuerto,2026-07-01,2026,7,129871.0390625
BILBAO-Aireportua/Aeropuerto,2026-08-01,2026,8,128400.265625
BILBAO-Aireportua/Aeropuerto,2026-09-01,2026,9,130139.0703125
BILBAO-Aireportua/Aeropuerto,2026-10-01,2026,10,113972.125
BILBAO-Aireportua/Aeropuerto,2026-11-01,2026,11,111578.671875
BILBAO-Aireportua/Aeropuerto,2026-12-01,2026,12,105903.2734375
BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,2026-01-01,2026,1,9549.1748046875
BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,2026-02-01,2026,2,22909.564453125
BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,2026-03-01,2026,3,24694.34375
BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,2026-04-01,2026,4,31262.01953125
BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,2026-05-01,2026,5,34350.41015625
BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,2026-06-01,2026,6,34953.41015625
BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,2026-07-01,2026,7,29538.158203125
BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,2026-08-01,2026,8,24724.291015625
