linea,fecha,año,mes,viajeros_pred_xgb
BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,2026-09-01,2026,9,30112.736328125
BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,2026-10-01,2026,10,31668.3828125
BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,2026-11-01,2026,11,29007.203125
BILBAO-Corredor Txorierri-ko Korridorea-LARRABETZU,2026-12-01,2026,12,28884.5390625
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-01-01,2026,1,10764.265625
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-02-01,2026,2,14123.001953125
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-03-01,2026,3,14231.4482421875
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-04-01,2026,4,15440.068359375
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-05-01,2026,5,16208.171875
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-06-01,2026,6,15588.5654296875
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-07-01,2026,7,14179.80078125
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-08-01,2026,8,11503.5673828125
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-09-01,2026,9,16006.5517578125
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-10-01,2026,10,16650.60546875
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-11-01,2026,11,16337.486328125
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-12-01,2026,12,13872.94921875
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-01-01,2026,1,12855.435546875
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-02-01,2026,2,17267.25390625
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-03-01,2026,3,18197.970703125
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-04-01,2026,4,19958.455078125
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-05-01,2026,5,20902.4140625
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-06-01,2026,6,18361.81640625
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-07-01,2026,7,17243.39453125
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-08-01,2026,8,15757.6982421875
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-09-01,2026,9,20675.1015625
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-10-01,2026,10,22270.537109375
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-11-01,2026,11,21226.505859375
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-12-01,2026,12,19050.84765625
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-01-01,2026,1,15656.001953125
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-02-01,2026,2,21081.333984375
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-03-01,2026,3,23211.748046875
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-04-01,2026,4,24861.435546875
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-05-01,2026,5,26000.193359375
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-06-01,2026,6,22549.546875
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-07-01,2026,7,20861.751953125
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-08-01,2026,8,17704.35546875
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-09-01,2026,9,23470.095703125
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-10-01,2026,10,25405.037109375
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-11-01,2026,11,22559.31640625
BILBAO-LARRABETZU(Artxandako tunelak/Tuneles Artxanda),2026-12-01,2026,12,21890.94921875
BILBAO-LAUKIZ,2026-01-01,2026,1,4034.031005859375
BILBAO-LAUKIZ,2026-02-01,2026,2,5525.3056640625
BILBAO-LAUKIZ,2026-03-01,2026,3,5412.8466796875
BILBAO-LAUKIZ,2026-04-01,2026,4,5566.6318359375
BILBAO-LAUKIZ,2026-05-01,2026,5,5939.51611328125
BILBAO-LAUKIZ,2026-06-01,2026,6,5634.7607421875
BILBAO-LAUKIZ,2026-07-01,2026,7,5567.22216796875
BILBAO-LAUKIZ,2026-08-01,2026,8,4820.8232421875
BILBAO-LAUKIZ,2026-09-01,2026,9,6293.6591796875
BILBAO-LAUKIZ,2026-10-01,2026,10,6976.02978515625
BILBAO-LAUKIZ,2026-11-01,2026,11,6368.1796875
BILBAO-LAUKIZ,2026-12-01,2026,12,5302.2802734375
BILBAO-LOIU-Lauroeta-DERIO,2026-01-01,2026,1,17376.6640625
BILBAO-LOIU-Lauroeta-DERIO,2026-02-01,2026,2,20155.748046875
BILBAO-LOIU-Lauroeta-DERIO,2026-03-01,2026,3,20084.986328125
BILBAO-LOIU-Lauroeta-DERIO,2026-04-01,2026,4,19911.103515625
BILBAO-LOIU-Lauroeta-DERIO,2026-05-01,2026,5,22766.546875
BILBAO-LOIU-Lauroeta-DERIO,2026-06-01,2026,6,22473.4921875
BILBAO-LOIU-Lauroeta-DERIO,2026-07-01,2026,7,19312.876953125
BILBAO-LOIU-Lauroeta-DERIO,2026-08-01,2026,8,17556.46484375
BILBAO-LOIU-Lauroeta-DERIO,2026-09-01,2026,9,22522.12109375
BILBAO-LOIU-Lauroeta-DERIO,2026-10-01,2026,10,24336.7421875
BILBAO-LOIU-Lauroeta-DERIO,2026-11-01,2026,11,24116.099609375
BILBAO-LOIU-Lauroeta-DERIO,2026-12-01,2026,12,22825.736328125
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-01-01,2026,1,11497.31640625
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-02-01,2026,2,20484.44921875
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-03-01,2026,3,22794.845703125
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-04-01,2026,4,24778.990234375
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-05-01,2026,5,25839.18359375
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-06-01,2026,6,23801.962890625
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-07-01,2026,7,23132.94921875
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-08-01,2026,8,10937.2626953125
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-09-01,2026,9,25311.9609375
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-10-01,2026,10,27516.134765625
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-11-01,2026,11,25101.203125
BILBAO-Teknologia Parkea/Parque Tecnologico (Artxandako tunelak/Tuneles Artxanda),2026-12-01,2026,12,20614.40625
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-01-01,2026,1,8540.0849609375
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-02-01,2026,2,29456.748046875
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-03-01,2026,3,30362.60546875
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-04-01,2026,4,31054.0859375
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-05-01,2026,5,33470.47265625
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-06-01,2026,6,30333.74609375
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-07-01,2026,7,23501.75
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-08-01,2026,8,12322.1318359375
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-09-01,2026,9,33366.4765625
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-10-01,2026,10,38325.63671875
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-11-01,2026,11,38083.6484375
Bizkaia Zubia/Puente Bizkaia-UPV/EHU,2026-12-01,2026,12,31649.4296875
ERANDIO-UPV/EHU,2026-01-01,2026,1,670.9544067382812
ERANDIO-UPV/EHU,2026-02-01,2026,2,1996.742919921875
ERANDIO-UPV/EHU,2026-03-01,2026,3,1204.05029296875
ERANDIO-UPV/EHU,2026-04-01,2026,4,1322.2137451171875
ERANDIO-UPV/EHU,2026-05-01,2026,5,1020.3316650390625
ERANDIO-UPV/EHU,2026-06-01,2026,6,460.835205078125
ERANDIO-UPV/EHU,2026-07-01,2026,7,474.9422912597656
ERANDIO-UPV/EHU,2026-08-01,2026,8,316.8177795410156
ERANDIO-UPV/EHU,2026-09-01,2026,9,1000.8385620117188
ERANDIO-UPV/EHU,2026-10-01,2026,10,1250.843994140625
ERANDIO-UPV/EHU,2026-11-01,2026,11,1184.5550537109375
ERANDIO-UPV/EHU,2026-12-01,2026,12,611.038330078125
ERMUA - DURANGO - UPV/EHU,2026-01-01,2026,1,7623.33642578125
ERMUA - DURANGO - UPV/EHU,2026-02-01,2026,2,14494.1826171875
ERMUA - DURANGO - UPV/EHU,2026-03-01,2026,3,13228.69140625
ERMUA - DURANGO - UPV/EHU,2026-04-01,2026,4,12212.6494140625
ERMUA - DURANGO - UPV/EHU,2026-05-01,2026,5,10388.2119140625
ERMUA - DURANGO - UPV/EHU,2026-06-01,2026,6,3072.366943359375
ERMUA - DURANGO - UPV/EHU,2026-07-01,2026,7,247.02525329589844
ERMUA - DURANGO - UPV/EHU,2026-08-01,2026,8,0.0
ERMUA - DURANGO - UPV/EHU,2026-09-01,2026,9,14547.5859375
ERMUA - DURANGO - UPV/EHU,2026-10-01,2026,10,18006.64453125
ERMUA - DURANGO - UPV/EHU,2026-11-01,2026,11,16713.361328125
ERMUA - DURANGO - UPV/EHU,2026-12-01,2026,12,11366.5625
GALDAKAO - Metro Bolueta,2026-01-01,2026,1,10149.7939453125
GALDAKAO - Metro Bolueta,2026-02-01,2026,2,41210.24609375
GALDAKAO - Metro Bolueta,2026-03-01,2026,3,46922.55078125
GALDAKAO - Metro Bolueta,2026-04-01,2026,4,52811.2109375
GALDAKAO - Metro Bolueta,2026-05-01,2026,5,52654.4921875
GALDAKAO - Metro Bolueta,2026-06-01,2026,6,49096.9375
GALDAKAO - Metro Bolueta,2026-07-01,2026,7,44464.91796875
GALDAKAO - Metro Bolueta,2026-08-01,2026,8,48879.89453125
GALDAKAO - Metro Bolueta,2026-09-01,2026,9,54208.05078125
GALDAKAO - Metro Bolueta,2026-10-01,2026,10,55414.80078125
GALDAKAO - Metro Bolueta,2026-11-01,2026,11,55274.55859375
GALDAKAO - Metro Bolueta,2026-12-01,2026,12,55065.171875
GALDAKAO - UPV/EHU,2026-01-01,2026,1,6410.75732421875
GALDAKAO - UPV/EHU,2026-02-01,2026,2,13997.76171875
GALDAKAO - UPV/EHU,2026-03-01,2026,3,13522.548828125
GALDAKAO - UPV/EHU,2026-04-01,2026,4,11685.794921875
GALDAKAO - UPV/EHU,2026-05-01,2026,5,12799.76953125
GALDAKAO - UPV/EHU,2026-06-01,2026,6,8004.61083984375
GALDAKAO - UPV/EHU,2026-07-01,2026,7,2585.307861328125
GALDAKAO - UPV/EHU,2026-08-01,2026,8,187.9913787841797
GALDAKAO - UPV/EHU,2026-09-01,2026,9,11288.6826171875
GALDAKAO - UPV/EHU,2026-10-01,2026,10,19701.142578125
GALDAKAO - UPV/EHU,2026-11-01,2026,11,17317.43359375
GALDAKAO - UPV/EHU,2026-12-01,2026,12,11230.3212890625
GARAI - DURANGO,2026-01-01,2026,1,0.0
GARAI - DURANGO,2026-02-01,2026,2,413.2024841308594
GARAI - DURANGO,2026-03-01,2026,3,20.831933975219727
GARAI - DURANGO,2026-04-01,2026,4,1060.944580078125
GARAI - DURANGO,2026-05-01,2026,5,961.6481323242188
GARAI - DURANGO,2026-06-01,2026,6,220.69874572753906
GARAI - DURANGO,2026-07-01,2026,7,242.8491973876953
GARAI - DURANGO,2026-08-01,2026,8,1958.7999267578125
GARAI - DURANGO,2026-09-01,2026,9,866.3080444335938
GARAI - DURANGO,2026-10-01,2026,10,558.7042846679688
GARAI - DURANGO,2026-11-01,2026,11,516.3169555664062
GARAI - DURANGO,2026-12-01,2026,12,243.318603515625
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-01-01,2026,1,4132.7509765625
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-02-01,2026,2,8835.541015625
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-03-01,2026,3,7709.32763671875
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-04-01,2026,4,7878.82763671875
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-05-01,2026,5,7552.15478515625
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-06-01,2026,6,2808.2216796875
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-07-01,2026,7,248.3894500732422
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-08-01,2026,8,104.09276580810547
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-09-01,2026,9,7801.0791015625
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-10-01,2026,10,10727.8466796875
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-11-01,2026,11,9727.4326171875
GERNIKA LUMO - AMOREBIETA ETXANO  - UPV/EHU,2026-12-01,2026,12,6421.8115234375
GERNIKA LUMO - ERRIGOITI,2026-01-01,2026,1,503.5970458984375
GERNIKA LUMO - ERRIGOITI,2026-02-01,2026,2,1085.70458984375
GERNIKA LUMO - ERRIGOITI,2026-03-01,2026,3,592.678955078125
GERNIKA LUMO - ERRIGOITI,2026-04-01,2026,4,947.7631225585938
GERNIKA LUMO - ERRIGOITI,2026-05-01,2026,5,713.1831665039062
GERNIKA LUMO - ERRIGOITI,2026-06-01,2026,6,292.89813232421875
GERNIKA LUMO - ERRIGOITI,2026-07-01,2026,7,614.681396484375
GERNIKA LUMO - ERRIGOITI,2026-08-01,2026,8,280.9136657714844
GERNIKA LUMO - ERRIGOITI,2026-09-01,2026,9,588.4423828125
GERNIKA LUMO - ERRIGOITI,2026-10-01,2026,10,1399.773681640625
GERNIKA LUMO - ERRIGOITI,2026-11-01,2026,11,1204.0220947265625
GERNIKA LUMO - ERRIGOITI,2026-12-01,2026,12,1004.966552734375
GERNIKA LUMO - MENDATA,2026-01-01,2026,1,478.1502685546875
GERNIKA LUMO - MENDATA,2026-02-01,2026,2,891.1818237304688
GERNIKA LUMO - MENDATA,2026-03-01,2026,3,428.90606689453125
GERNIKA LUMO - MENDATA,2026-04-01,2026,4,679.3497924804688
GERNIKA LUMO - MENDATA,2026-05-01,2026,5,590.2396850585938
GERNIKA LUMO - MENDATA,2026-06-01,2026,6,294.8978576660156
GERNIKA LUMO - MENDATA,2026-07-01,2026,7,264.8292236328125
GERNIKA LUMO - MENDATA,2026-08-01,2026,8,91.85804748535156
GERNIKA LUMO - MENDATA,2026-09-01,2026,9,302.72003173828125
GERNIKA LUMO - MENDATA,2026-10-01,2026,10,517.664794921875
GERNIKA LUMO - MENDATA,2026-11-01,2026,11,835.4247436523438
GERNIKA LUMO - MENDATA,2026-12-01,2026,12,726.2340698242188
GERNIKA LUMO - NABARNIZ,2026-01-01,2026,1,1333.17724609375
GERNIKA LUMO - NABARNIZ,2026-02-01,2026,2,1470.91650390625
GERNIKA LUMO - NABARNIZ,2026-03-01,2026,3,972.4850463867188
GERNIKA LUMO - NABARNIZ,2026-04-01,2026,4,1151.0341796875
GERNIKA LUMO - NABARNIZ,2026-05-01,2026,5,863.2349853515625
GERNIKA LUMO - NABARNIZ,2026-06-01,2026,6,779.6365966796875
GERNIKA LUMO - NABARNIZ,2026-07-01,2026,7,506.3368225097656
GERNIKA LUMO - NABARNIZ,2026-08-01,2026,8,245.33438110351562
GERNIKA LUMO - NABARNIZ,2026-09-01,2026,9,1300.7930908203125
GERNIKA LUMO - NABARNIZ,2026-10-01,2026,10,1358.8056640625
GERNIKA LUMO - NABARNIZ,2026-11-01,2026,11,2304.941650390625
GERNIKA LUMO - NABARNIZ,2026-12-01,2026,12,2913.47509765625
Gallarta - SANTURTZI,2026-01-01,2026,1,58561.8828125
Gallarta - SANTURTZI,2026-02-01,2026,2,60287.12109375
Gallarta - SANTURTZI,2026-03-01,2026,3,69181.125
Gallarta - SANTURTZI,2026-04-01,2026,4,69896.3515625
Gallarta - SANTURTZI,2026-05-01,2026,5,73984.2421875
Gallarta - SANTURTZI,2026-06-01,2026,6,69299.6796875
Gallarta - SANTURTZI,2026-07-01,2026,7,62635.69921875
Gallarta - SANTURTZI,2026-08-01,2026,8,40960.53125
Gallarta - SANTURTZI,2026-09-01,2026,9,70865.0234375
Gallarta - SANTURTZI,2026-10-01,2026,10,79384.734375
Gallarta - SANTURTZI,2026-11-01,2026,11,74565.6640625
Gallarta - SANTURTZI,2026-12-01,2026,12,70800.4296875
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-01-01,2026,1,790.5847778320312
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-02-01,2026,2,57630.08203125
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-03-01,2026,3,54477.4375
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-04-01,2026,4,57014.953125
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-05-01,2026,5,60595.96484375
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-06-01,2026,6,58279.8125
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-07-01,2026,7,54191.82421875
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-08-01,2026,8,45023.82421875
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-09-01,2026,9,60088.1640625
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-10-01,2026,10,63441.9609375
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-11-01,2026,11,59779.49609375
Gurutzeta/Cruces - Bagatza - VALLE DE TRAPAGA TRAPAGARAN,2026-12-01,2026,12,60613.17578125
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-01-01,2026,1,57.9422607421875
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-02-01,2026,2,720.6996459960938
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-03-01,2026,3,269.2811584472656
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-04-01,2026,4,285.511962890625
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-05-01,2026,5,244.78408813476562
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-06-01,2026,6,5694.607421875
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-07-01,2026,7,13672.833984375
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-08-01,2026,8,15545.833984375
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-09-01,2026,9,6101.767578125
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-10-01,2026,10,1510.690673828125
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-11-01,2026,11,201.870361328125
Gurutzeta/Cruces-BARAKALDO-La Arena,2026-12-01,2026,12,195.9410400390625
LANESTOSA - BALMASEDA,2026-01-01,2026,1,3469.6474609375
LANESTOSA - BALMASEDA,2026-02-01,2026,2,5143.72998046875
LANESTOSA - BALMASEDA,2026-03-01,2026,3,5016.67041015625
LANESTOSA - BALMASEDA,2026-04-01,2026,4,5316.3994140625
LANESTOSA - BALMASEDA,2026-05-01,2026,5,5609.43017578125
LANESTOSA - BALMASEDA,2026-06-01,2026,6,5145.392578125
LANESTOSA - BALMASEDA,2026-07-01,2026,7,5054.9091796875
LANESTOSA - BALMASEDA,2026-08-01,2026,8,4376.5302734375
LANESTOSA - BALMASEDA,2026-09-01,2026,9,5391.69189453125
LANESTOSA - BALMASEDA,2026-10-01,2026,10,5813.564453125
LANESTOSA - BALMASEDA,2026-11-01,2026,11,5242.99365234375
LANESTOSA - BALMASEDA,2026-12-01,2026,12,4680.58251953125
LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,2026-01-01,2026,1,8889.98046875
LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,2026-02-01,2026,2,19902.1015625
LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,2026-03-01,2026,3,20740.45703125
LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,2026-04-01,2026,4,22572.298828125
LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,2026-05-01,2026,5,25703.4375
LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,2026-06-01,2026,6,23456.43359375
LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,2026-07-01,2026,7,23125.779296875
LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,2026-08-01,2026,8,19581.173828125
LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,2026-09-01,2026,9,24582.802734375
LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,2026-10-01,2026,10,26435.9453125
LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,2026-11-01,2026,11,23968.01171875
LEIOA-Hospital Urduliz Ospitalea - GATIKA -MUNGIA,2026-12-01,2026,12,22458.52734375
LEKEITIO - AMOROTO,2026-01-01,2026,1,0.0
LEKEITIO - AMOROTO,2026-02-01,2026,2,308.4205322265625
LEKEITIO - AMOROTO,2026-03-01,2026,3,109.94361114501953
LEKEITIO - AMOROTO,2026-04-01,2026,4,348.34765625
LEKEITIO - AMOROTO,2026-05-01,2026,5,102.42749786376953
LEKEITIO - AMOROTO,2026-06-01,2026,6,81.76292419433594
LEKEITIO - AMOROTO,2026-07-01,2026,7,160.91954040527344
LEKEITIO - AMOROTO,2026-08-01,2026,8,0.0
LEKEITIO - AMOROTO,2026-09-01,2026,9,713.8416137695312
LEKEITIO - AMOROTO,2026-10-01,2026,10,65.90782928466797
LEKEITIO - AMOROTO,2026-11-01,2026,11,0.0
LEKEITIO - AMOROTO,2026-12-01,2026,12,170.8898162841797
LEKEITIO - MENDEXA,2026-01-01,2026,1,0.0
LEKEITIO - MENDEXA,2026-02-01,2026,2,309.1778564453125
LEKEITIO - MENDEXA,2026-03-01,2026,3,115.82933807373047
LEKEITIO - MENDEXA,2026-04-01,2026,4,348.34765625
LEKEITIO - MENDEXA,2026-05-01,2026,5,102.42749786376953
LEKEITIO - MENDEXA,2026-06-01,2026,6,50.071502685546875
LEKEITIO - MENDEXA,2026-07-01,2026,7,188.1982421875
LEKEITIO - MENDEXA,2026-08-01,2026,8,96.91996002197266
LEKEITIO - MENDEXA,2026-09-01,2026,9,0.0
LEKEITIO - MENDEXA,2026-10-01,2026,10,540.3446655273438
LEKEITIO - MENDEXA,2026-11-01,2026,11,23.87916374206543
LEKEITIO - MENDEXA,2026-12-01,2026,12,0.0
LEKEITIO-Barainka,2026-01-01,2026,1,0.0
LEKEITIO-Barainka,2026-02-01,2026,2,250.63079833984375
LEKEITIO-Barainka,2026-03-01,2026,3,117.56053924560547
LEKEITIO-Barainka,2026-04-01,2026,4,359.2806396484375
LEKEITIO-Barainka,2026-05-01,2026,5,102.42749786376953
LEKEITIO-Barainka,2026-06-01,2026,6,0.0
LEKEITIO-Barainka,2026-07-01,2026,7,951.368896484375
LEKEITIO-Barainka,2026-08-01,2026,8,124.6142807006836
LEKEITIO-Barainka,2026-09-01,2026,9,104.99503326416016
LEKEITIO-Barainka,2026-10-01,2026,10,979.7667846679688
LEKEITIO-Barainka,2026-11-01,2026,11,111.38530731201172
LEKEITIO-Barainka,2026-12-01,2026,12,0.0
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-01-01,2026,1,118148.21875
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-02-01,2026,2,122618.65625
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-03-01,2026,3,121134.8671875
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-04-01,2026,4,128103.9296875
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-05-01,2026,5,129822.765625
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-06-01,2026,6,126642.40625
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-07-01,2026,7,126190.5390625
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-08-01,2026,8,107233.1875
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-09-01,2026,9,119733.0859375
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-10-01,2026,10,115884.765625
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-11-01,2026,11,122737.609375
Lutxana - Gurutzeta/Cruces - SANTURTZI,2026-12-01,2026,12,126518.765625
MUNGIA - DERIO - Cruces/Gurutzeta,2026-01-01,2026,1,8586.48046875
MUNGIA - DERIO - Cruces/Gurutzeta,2026-02-01,2026,2,11354.779296875
MUNGIA - DERIO - Cruces/Gurutzeta,2026-03-01,2026,3,11730.4130859375
MUNGIA - DERIO - Cruces/Gurutzeta,2026-04-01,2026,4,11496.3125
MUNGIA - DERIO - Cruces/Gurutzeta,2026-05-01,2026,5,13487.689453125
MUNGIA - DERIO - Cruces/Gurutzeta,2026-06-01,2026,6,13455.8154296875
MUNGIA - DERIO - Cruces/Gurutzeta,2026-07-01,2026,7,11383.365234375
MUNGIA - DERIO - Cruces/Gurutzeta,2026-08-01,2026,8,9564.861328125
MUNGIA - DERIO - Cruces/Gurutzeta,2026-09-01,2026,9,14659.013671875
MUNGIA - DERIO - Cruces/Gurutzeta,2026-10-01,2026,10,14598.76171875
MUNGIA - DERIO - Cruces/Gurutzeta,2026-11-01,2026,11,14636.568359375
MUNGIA - DERIO - Cruces/Gurutzeta,2026-12-01,2026,12,12623.4853515625
MUNGIA - GAMIZ - FIKA,2026-01-01,2026,1,411.4784851074219
MUNGIA - GAMIZ - FIKA,2026-02-01,2026,2,1075.858154296875
MUNGIA - GAMIZ - FIKA,2026-03-01,2026,3,650.6263427734375
MUNGIA - GAMIZ - FIKA,2026-04-01,2026,4,1158.217041015625
MUNGIA - GAMIZ - FIKA,2026-05-01,2026,5,877.6094970703125
MUNGIA - GAMIZ - FIKA,2026-06-01,2026,6,660.051513671875
MUNGIA - GAMIZ - FIKA,2026-07-01,2026,7,658.381103515625
MUNGIA - GAMIZ - FIKA,2026-08-01,2026,8,465.2356872558594
MUNGIA - GAMIZ - FIKA,2026-09-01,2026,9,788.7341918945312
MUNGIA - GAMIZ - FIKA,2026-10-01,2026,10,757.2730712890625
MUNGIA - GAMIZ - FIKA,2026-11-01,2026,11,619.8931274414062
MUNGIA - GAMIZ - FIKA,2026-12-01,2026,12,360.4420166015625
MUNGIA - GERNIKA LUMO - IBARRANGELU,2026-01-01,2026,1,4682.77587890625
