linea,fecha,año,mes,viajeros_pred
BILBAO - GALDAKAO - LARRABETZU,2026-12-01,2026,12,48687.59002012651
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-01-01,2026,1,64875.49961892862
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-02-01,2026,2,81806.55837541555
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-03-01,2026,3,80715.9032083283
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-04-01,2026,4,75171.62518273894
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-05-01,2026,5,88893.51912350551
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-06-01,2026,6,91653.88568426752
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-07-01,2026,7,82312.01283854319
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-08-01,2026,8,74055.221495631
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-09-01,2026,9,90931.51111772416
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-10-01,2026,10,92240.09598909708
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-11-01,2026,11,90956.1682471928
BILBAO - Gurutzeta/Cruces - BARAKALDO (Ugarte),2026-12-01,2026,12,90159.69979937568
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-01-01,2026,1,12265.418549018988
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-02-01,2026,2,14027.592880011976
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-03-01,2026,3,16685.080470839886
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-04-01,2026,4,16543.79554695016
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-05-01,2026,5,18168.705113388984
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-06-01,2026,6,18664.11760455287
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-07-01,2026,7,19874.820491725022
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-08-01,2026,8,19553.055600542968
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-09-01,2026,9,21424.677739348877
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-10-01,2026,10,20893.835377254563
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-11-01,2026,11,19118.893136705334
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - AULESTI - LEKEITIO,2026-12-01,2026,12,17395.49223226969
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-01-01,2026,1,15365.040112921804
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-02-01,2026,2,17136.71553691407
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-03-01,2026,3,19961.238062591103
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-04-01,2026,4,20432.64877583519
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-05-01,2026,5,21522.17513072162
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-06-01,2026,6,22700.30202939728
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-07-01,2026,7,27527.63607221848
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-08-01,2026,8,26818.560361080778
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-09-01,2026,9,29822.997659642435
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-10-01,2026,10,25311.797559220184
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-11-01,2026,11,22253.998462437325
BILBAO - Hospital Galdakao Ospitalea - GERNIKA LUMO - EA - LEKEITIO,2026-12-01,2026,12,20368.41031797303
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-01-01,2026,1,62900.90047971774
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-02-01,2026,2,68853.51727596317
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-03-01,2026,3,76658.68809999674
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-04-01,2026,4,59146.38422187234
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-05-01,2026,5,72708.645927464
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-06-01,2026,6,74019.7854763662
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-07-01,2026,7,61903.18347956635
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-08-01,2026,8,55906.9610959197
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-09-01,2026,9,77061.05249027065
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-10-01,2026,10,84057.79673659467
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-11-01,2026,11,82480.4676294663
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ELORRIO,2026-12-01,2026,12,74756.03674760483
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-01-01,2026,1,57863.576950913935
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-02-01,2026,2,62823.74383357936
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-03-01,2026,3,70295.85131637938
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-04-01,2026,4,58222.83226064989
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-05-01,2026,5,67898.12038681112
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-06-01,2026,6,68744.62526060014
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-07-01,2026,7,61678.77659971956
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-08-01,2026,8,55996.8728799616
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-09-01,2026,9,71760.83094738101
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-10-01,2026,10,78713.37087355029
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-11-01,2026,11,75206.0456604703
BILBAO - Hospital Galdakao Ospitalea - LEMOA - DURANGO - ERMUA - EIBAR,2026-12-01,2026,12,70517.3653122212
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-01-01,2026,1,43182.69672704201
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-02-01,2026,2,43946.02875717208
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-03-01,2026,3,52278.82352947186
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-04-01,2026,4,44556.96441188079
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-05-01,2026,5,50790.08403118146
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-06-01,2026,6,52505.81112774024
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-07-01,2026,7,47585.69149241675
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-08-01,2026,8,55000.43598607488
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-09-01,2026,9,55546.29149852955
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-10-01,2026,10,58386.75052283621
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-11-01,2026,11,56836.84805193086
BILBAO - Hospital Galdakao Ospitalea - LEMOA - ZEANURI,2026-12-01,2026,12,54982.04953374004
BILBAO - Hospital Santa Marina Ospitalea,2026-01-01,2026,1,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-02-01,2026,2,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-03-01,2026,3,2.2661628972732382e-05
BILBAO - Hospital Santa Marina Ospitalea,2026-04-01,2026,4,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-05-01,2026,5,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-06-01,2026,6,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-07-01,2026,7,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-08-01,2026,8,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-09-01,2026,9,1.598723738974474e-05
BILBAO - Hospital Santa Marina Ospitalea,2026-10-01,2026,10,0.0003090272965978
BILBAO - Hospital Santa Marina Ospitalea,2026-11-01,2026,11,0.0
BILBAO - Hospital Santa Marina Ospitalea,2026-12-01,2026,12,0.001390207859233
BILBAO - LEKEITIO (Autopista),2026-01-01,2026,1,32992.71262086734
BILBAO - LEKEITIO (Autopista),2026-02-01,2026,2,36635.61739841671
BILBAO - LEKEITIO (Autopista),2026-03-01,2026,3,42602.86822753653
BILBAO - LEKEITIO (Autopista),2026-04-01,2026,4,41482.529587933546
BILBAO - LEKEITIO (Autopista),2026-05-01,2026,5,45717.48749043676
BILBAO - LEKEITIO (Autopista),2026-06-01,2026,6,51836.90042456911
BILBAO - LEKEITIO (Autopista),2026-07-01,2026,7,60854.87377964722
BILBAO - LEKEITIO (Autopista),2026-08-01,2026,8,61876.26122428948
BILBAO - LEKEITIO (Autopista),2026-09-01,2026,9,61946.450528224326
BILBAO - LEKEITIO (Autopista),2026-10-01,2026,10,54679.54971358595
BILBAO - LEKEITIO (Autopista),2026-11-01,2026,11,49005.30524761732
BILBAO - LEKEITIO (Autopista),2026-12-01,2026,12,46025.199069846974
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-01-01,2026,1,26569.62193441416
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-02-01,2026,2,27768.729442726737
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-03-01,2026,3,31963.67239858577
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-04-01,2026,4,26051.891595104724
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-05-01,2026,5,30761.35183136351
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-06-01,2026,6,31434.69444797602
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-07-01,2026,7,30112.81719959438
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-08-01,2026,8,27872.49605497317
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-09-01,2026,9,32843.943032412346
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-10-01,2026,10,34725.46076562518
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-11-01,2026,11,34167.51191815866
BILBAO - LEMOA - OTXANDIO - UBIDE,2026-12-01,2026,12,31902.405417425176
BILBAO - LEMOA - ZEANURI (Autopista),2026-01-01,2026,1,20614.487035818594
BILBAO - LEMOA - ZEANURI (Autopista),2026-02-01,2026,2,23158.296979586143
BILBAO - LEMOA - ZEANURI (Autopista),2026-03-01,2026,3,26943.90471451169
BILBAO - LEMOA - ZEANURI (Autopista),2026-04-01,2026,4,20456.158308688184
BILBAO - LEMOA - ZEANURI (Autopista),2026-05-01,2026,5,26241.440351391186
BILBAO - LEMOA - ZEANURI (Autopista),2026-06-01,2026,6,26139.148651457475
BILBAO - LEMOA - ZEANURI (Autopista),2026-07-01,2026,7,21095.181719275413
BILBAO - LEMOA - ZEANURI (Autopista),2026-08-01,2026,8,675.6898293499414
BILBAO - LEMOA - ZEANURI (Autopista),2026-09-01,2026,9,27544.404501708028
BILBAO - LEMOA - ZEANURI (Autopista),2026-10-01,2026,10,29624.703022543817
BILBAO - LEMOA - ZEANURI (Autopista),2026-11-01,2026,11,28886.17967596118
BILBAO - LEMOA - ZEANURI (Autopista),2026-12-01,2026,12,24505.77507818973
BILBAO - MUNGIA (Por autopista/tik),2026-01-01,2026,1,29912.832705942947
BILBAO - MUNGIA (Por autopista/tik),2026-02-01,2026,2,34220.311399526705
BILBAO - MUNGIA (Por autopista/tik),2026-03-01,2026,3,27000.70929869857
BILBAO - MUNGIA (Por autopista/tik),2026-04-01,2026,4,21169.726967967446
BILBAO - MUNGIA (Por autopista/tik),2026-05-01,2026,5,30574.96313769837
BILBAO - MUNGIA (Por autopista/tik),2026-06-01,2026,6,12160.449344599752
BILBAO - MUNGIA (Por autopista/tik),2026-07-01,2026,7,6717.262975706023
BILBAO - MUNGIA (Por autopista/tik),2026-08-01,2026,8,6283.000905532169
BILBAO - MUNGIA (Por autopista/tik),2026-09-01,2026,9,34220.65331306063
BILBAO - MUNGIA (Por autopista/tik),2026-10-01,2026,10,38802.30725934506
BILBAO - MUNGIA (Por autopista/tik),2026-11-01,2026,11,36966.6107977403
BILBAO - MUNGIA (Por autopista/tik),2026-12-01,2026,12,34186.210474152685
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-01-01,2026,1,54940.14952626463
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-02-01,2026,2,56571.27799116512
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-03-01,2026,3,57253.060332890855
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-04-01,2026,4,52990.2056186547
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-05-01,2026,5,61413.94904101805
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-06-01,2026,6,93477.18358820204
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-07-01,2026,7,115715.75209167752
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-08-01,2026,8,109899.96741203943
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-09-01,2026,9,76223.47769171481
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-10-01,2026,10,69696.00115399633
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-11-01,2026,11,61919.71842740729
BILBAO - MUNGIA - BAKIO (Por la autopista/tik),2026-12-01,2026,12,58618.66407203143
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-01-01,2026,1,115198.58345666302
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-02-01,2026,2,119499.1494599142
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-03-01,2026,3,121441.73604852067
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-04-01,2026,4,98534.92268656447
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-05-01,2026,5,125563.37319337227
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-06-01,2026,6,118022.26294924702
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-07-01,2026,7,96635.22013920572
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-08-01,2026,8,44001.31918617546
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-09-01,2026,9,130016.09523815372
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-10-01,2026,10,138970.97034113907
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-11-01,2026,11,136507.11812303893
BILBAO - MUNGIA - BERMEO (Por la autopista/tik),2026-12-01,2026,12,121586.40535485646
BILBAO - MUSKIZ,2026-01-01,2026,1,73159.7820194895
BILBAO - MUSKIZ,2026-02-01,2026,2,93849.52121342727
BILBAO - MUSKIZ,2026-03-01,2026,3,96610.0817419549
BILBAO - MUSKIZ,2026-04-01,2026,4,88742.62862079524
BILBAO - MUSKIZ,2026-05-01,2026,5,103127.00524975709
BILBAO - MUSKIZ,2026-06-01,2026,6,108998.09009112007
BILBAO - MUSKIZ,2026-07-01,2026,7,105222.4659898449
BILBAO - MUSKIZ,2026-08-01,2026,8,97624.2558147182
BILBAO - MUSKIZ,2026-09-01,2026,9,105970.71354986251
BILBAO - MUSKIZ,2026-10-01,2026,10,110419.37044527926
BILBAO - MUSKIZ,2026-11-01,2026,11,106761.20815187228
BILBAO - MUSKIZ,2026-12-01,2026,12,105279.60792314974
BILBAO - SANTURTZI,2026-01-01,2026,1,51135.1608117892
BILBAO - SANTURTZI,2026-02-01,2026,2,66800.78908718564
BILBAO - SANTURTZI,2026-03-01,2026,3,71072.02249538334
BILBAO - SANTURTZI,2026-04-01,2026,4,65430.75275405271
BILBAO - SANTURTZI,2026-05-01,2026,5,78122.83218261114
BILBAO - SANTURTZI,2026-06-01,2026,6,77146.40080683719
BILBAO - SANTURTZI,2026-07-01,2026,7,71867.04603645384
BILBAO - SANTURTZI,2026-08-01,2026,8,62928.38938111818
BILBAO - SANTURTZI,2026-09-01,2026,9,75956.9098493436
BILBAO - SANTURTZI,2026-10-01,2026,10,79208.56518340546
BILBAO - SANTURTZI,2026-11-01,2026,11,74566.85554990936
BILBAO - SANTURTZI,2026-12-01,2026,12,73145.83271027464
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-01-01,2026,1,19329.325415117582
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-02-01,2026,2,24181.701684970743
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-03-01,2026,3,24008.092251210965
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-04-01,2026,4,20701.001878018444
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-05-01,2026,5,26210.52843589599
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-06-01,2026,6,27173.32373694305
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-07-01,2026,7,22668.36564413128
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-08-01,2026,8,19292.606131499982
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-09-01,2026,9,28393.60385238186
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-10-01,2026,10,28851.99108729145
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-11-01,2026,11,27487.34976661405
BILBAO - SANTURTZI  - PORTUGALETE (Autopista),2026-12-01,2026,12,27437.09962262431
BILBAO - SESTAO - Errepelega/Repelega,2026-01-01,2026,1,21690.5831065206
BILBAO - SESTAO - Errepelega/Repelega,2026-02-01,2026,2,24521.683664012537
BILBAO - SESTAO - Errepelega/Repelega,2026-03-01,2026,3,24991.782369073648
BILBAO - SESTAO - Errepelega/Repelega,2026-04-01,2026,4,24657.41663063452
BILBAO - SESTAO - Errepelega/Repelega,2026-05-01,2026,5,28943.392212393377
BILBAO - SESTAO - Errepelega/Repelega,2026-06-01,2026,6,30128.31070763292
BILBAO - SESTAO - Errepelega/Repelega,2026-07-01,2026,7,28391.573516288343
BILBAO - SESTAO - Errepelega/Repelega,2026-08-01,2026,8,26903.153552593187
BILBAO - SESTAO - Errepelega/Repelega,2026-09-01,2026,9,29223.552417905008
BILBAO - SESTAO - Errepelega/Repelega,2026-10-01,2026,10,30009.52992782501
BILBAO - SESTAO - Errepelega/Repelega,2026-11-01,2026,11,28916.22094890766
BILBAO - SESTAO - Errepelega/Repelega,2026-12-01,2026,12,31317.11663173112
BILBAO - Sodupe - ARTZINIEGA,2026-01-01,2026,1,32066.03486327307
BILBAO - Sodupe - ARTZINIEGA,2026-02-01,2026,2,33258.47073753064
BILBAO - Sodupe - ARTZINIEGA,2026-03-01,2026,3,33769.29061721816
BILBAO - Sodupe - ARTZINIEGA,2026-04-01,2026,4,29043.68809016507
BILBAO - Sodupe - ARTZINIEGA,2026-05-01,2026,5,34812.79745707114
BILBAO - Sodupe - ARTZINIEGA,2026-06-01,2026,6,34155.697405168445
BILBAO - Sodupe - ARTZINIEGA,2026-07-01,2026,7,30179.136233821115
BILBAO - Sodupe - ARTZINIEGA,2026-08-01,2026,8,27327.69326384585
BILBAO - Sodupe - ARTZINIEGA,2026-09-01,2026,9,36734.7399849079
BILBAO - Sodupe - ARTZINIEGA,2026-10-01,2026,10,38409.494528585805
BILBAO - Sodupe - ARTZINIEGA,2026-11-01,2026,11,36341.74538899327
BILBAO - Sodupe - ARTZINIEGA,2026-12-01,2026,12,34620.638802295136
BILBAO - Sodupe - Arespalditza Respaldiza,2026-01-01,2026,1,6005.292738604174
BILBAO - Sodupe - Arespalditza Respaldiza,2026-02-01,2026,2,6401.842958410264
BILBAO - Sodupe - Arespalditza Respaldiza,2026-03-01,2026,3,6478.02002854302
BILBAO - Sodupe - Arespalditza Respaldiza,2026-04-01,2026,4,4911.322826811008
BILBAO - Sodupe - Arespalditza Respaldiza,2026-05-01,2026,5,6441.0430870032005
BILBAO - Sodupe - Arespalditza Respaldiza,2026-06-01,2026,6,6594.140692979599
BILBAO - Sodupe - Arespalditza Respaldiza,2026-07-01,2026,7,5914.0111442311
BILBAO - Sodupe - Arespalditza Respaldiza,2026-08-01,2026,8,5072.532383184153
BILBAO - Sodupe - Arespalditza Respaldiza,2026-09-01,2026,9,6876.749362500776
BILBAO - Sodupe - Arespalditza Respaldiza,2026-10-01,2026,10,7161.259279891574
BILBAO - Sodupe - Arespalditza Respaldiza,2026-11-01,2026,11,6979.858337454967
BILBAO - Sodupe - Arespalditza Respaldiza,2026-12-01,2026,12,6401.301881097998
BILBAO - Sodupe - GORDEXOLA,2026-01-01,2026,1,6514.165985718695
BILBAO - Sodupe - GORDEXOLA,2026-02-01,2026,2,6820.208043595506
BILBAO - Sodupe - GORDEXOLA,2026-03-01,2026,3,6829.364482010136
BILBAO - Sodupe - GORDEXOLA,2026-04-01,2026,4,5513.192118541328
BILBAO - Sodupe - GORDEXOLA,2026-05-01,2026,5,7402.558512830222
BILBAO - Sodupe - GORDEXOLA,2026-06-01,2026,6,7346.808682621136
BILBAO - Sodupe - GORDEXOLA,2026-07-01,2026,7,5763.757143016902
BILBAO - Sodupe - GORDEXOLA,2026-08-01,2026,8,4616.315778129893
BILBAO - Sodupe - GORDEXOLA,2026-09-01,2026,9,6903.255611763179
BILBAO - Sodupe - GORDEXOLA,2026-10-01,2026,10,7819.533960673571
BILBAO - Sodupe - GORDEXOLA,2026-11-01,2026,11,7288.656357815714
BILBAO - Sodupe - GORDEXOLA,2026-12-01,2026,12,6442.604270864181
BILBAO - UGAO MIRABALLES - OROZKO,2026-01-01,2026,1,34603.11949355145
BILBAO - UGAO MIRABALLES - OROZKO,2026-02-01,2026,2,37548.09029333611
BILBAO - UGAO MIRABALLES - OROZKO,2026-03-01,2026,3,41875.1354638755
BILBAO - UGAO MIRABALLES - OROZKO,2026-04-01,2026,4,34318.63752320824
BILBAO - UGAO MIRABALLES - OROZKO,2026-05-01,2026,5,41019.9652388886
BILBAO - UGAO MIRABALLES - OROZKO,2026-06-01,2026,6,44808.69283208798
BILBAO - UGAO MIRABALLES - OROZKO,2026-07-01,2026,7,39670.39986311192
BILBAO - UGAO MIRABALLES - OROZKO,2026-08-01,2026,8,33017.113354205314
BILBAO - UGAO MIRABALLES - OROZKO,2026-09-01,2026,9,45121.232775330456
BILBAO - UGAO MIRABALLES - OROZKO,2026-10-01,2026,10,46703.26803188782
BILBAO - UGAO MIRABALLES - OROZKO,2026-11-01,2026,11,46704.44571196685
BILBAO - UGAO MIRABALLES - OROZKO,2026-12-01,2026,12,44037.01763690135
BILBAO - UPV/EHU (Enekuri),2026-01-01,2026,1,6956.5628132158745
BILBAO - UPV/EHU (Enekuri),2026-02-01,2026,2,18729.70251181782
BILBAO - UPV/EHU (Enekuri),2026-03-01,2026,3,17281.863488568673
BILBAO - UPV/EHU (Enekuri),2026-04-01,2026,4,10510.751947130611
BILBAO - UPV/EHU (Enekuri),2026-05-01,2026,5,13338.88715311679
BILBAO - UPV/EHU (Enekuri),2026-06-01,2026,6,0.0
BILBAO - UPV/EHU (Enekuri),2026-07-01,2026,7,0.0
BILBAO - UPV/EHU (Enekuri),2026-08-01,2026,8,0.0
BILBAO - UPV/EHU (Enekuri),2026-09-01,2026,9,15880.639557683262
BILBAO - UPV/EHU (Enekuri),2026-10-01,2026,10,22090.70163838695
BILBAO - UPV/EHU (Enekuri),2026-11-01,2026,11,21624.35495528696
BILBAO - UPV/EHU (Enekuri),2026-12-01,2026,12,10582.204754728033
BILBAO-Aireportua/Aeropuerto,2026-01-01,2026,1,90470.31795497888
BILBAO-Aireportua/Aeropuerto,2026-02-01,2026,2,88461.08898229759
BILBAO-Aireportua/Aeropuerto,2026-03-01,2026,3,100261.24281651824
BILBAO-Aireportua/Aeropuerto,2026-04-01,2026,4,125332.46405644048
BILBAO-Aireportua/Aeropuerto,2026-05-01,2026,5,134681.54304185216
BILBAO-Aireportua/Aeropuerto,2026-06-01,2026,6,143401.5325622406
BILBAO-Aireportua/Aeropuerto,2026-07-01,2026,7,168352.58379070018
BILBAO-Aireportua/Aeropuerto,2026-08-01,2026,8,182141.57277284103
BILBAO-Aireportua/Aeropuerto,2026-09-01,2026,9,157675.42312968132
BILBAO-Aireportua/Aeropuerto,2026-10-01,2026,10,144594.27013910376
BILBAO-Aireportua/Aeropuerto,2026-11-01,2026,11,110476.01321037722
BILBAO-Aireportua/Aeropuerto,2026-12-01,2026,12,118310.09981243868
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-01-01,2026,1,11359.181517611396
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-02-01,2026,2,11671.322034811075
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-03-01,2026,3,11104.792261141318
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-04-01,2026,4,9044.151896084944
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-05-01,2026,5,12792.767344880722
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-06-01,2026,6,13473.278314431453
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-07-01,2026,7,10274.768395700905
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-08-01,2026,8,10162.48270807934
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-09-01,2026,9,12903.559089440289
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-10-01,2026,10,13280.913214385097
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-11-01,2026,11,13400.050966466451
BILBAO-DERIO-Teknologia parkea/Parque Tecnologico,2026-12-01,2026,12,10495.512012798856
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-01-01,2026,1,16202.008053690848
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-02-01,2026,2,17341.344940024796
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-03-01,2026,3,17225.333564453278
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-04-01,2026,4,14588.95306802922
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-05-01,2026,5,17736.816205946987
BILBAO-ERANDIO-Astrabudua-UPV/EHU,2026-06-01,2026,6,17170.27142762878
