linea,fecha,año,mes,viajeros_pred
MUSKIZ - ZIERBENA - SESTAO,2026-11-01,2026,11,26846.888742636253
MUSKIZ - ZIERBENA - SESTAO,2026-12-01,2026,12,25107.80016527617
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-01-01,2026,1,55939.95488700912
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-02-01,2026,2,57006.1297198919
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-03-01,2026,3,66583.31540200769
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-04-01,2026,4,53832.9127878135
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-05-01,2026,5,64707.53155051023
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-06-01,2026,6,66925.96502308508
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-07-01,2026,7,56914.15976902091
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-08-01,2026,8,48422.2896622984
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-09-01,2026,9,68346.49171823435
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-10-01,2026,10,72860.03937678455
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-11-01,2026,11,73352.37135547498
Nerbioi Garaia/Alto Nervion - ARRIGORRIAGA - Hospital Galdakao Ospitalea,2026-12-01,2026,12,65462.929897853326
PLENTZIA-GORLIZ-MUNGIA,2026-01-01,2026,1,5934.510355363503
PLENTZIA-GORLIZ-MUNGIA,2026-02-01,2026,2,6676.3533553786665
PLENTZIA-GORLIZ-MUNGIA,2026-03-01,2026,3,6836.802839110122
PLENTZIA-GORLIZ-MUNGIA,2026-04-01,2026,4,6510.393867158244
PLENTZIA-GORLIZ-MUNGIA,2026-05-01,2026,5,7863.093735105661
PLENTZIA-GORLIZ-MUNGIA,2026-06-01,2026,6,11555.809677871535
PLENTZIA-GORLIZ-MUNGIA,2026-07-01,2026,7,18285.429041247862
PLENTZIA-GORLIZ-MUNGIA,2026-08-01,2026,8,16076.826904034297
PLENTZIA-GORLIZ-MUNGIA,2026-09-01,2026,9,10999.54657583564
PLENTZIA-GORLIZ-MUNGIA,2026-10-01,2026,10,8472.64309751158
PLENTZIA-GORLIZ-MUNGIA,2026-11-01,2026,11,7245.711018492216
PLENTZIA-GORLIZ-MUNGIA,2026-12-01,2026,12,6480.304337764769
PORTUGALETE - GALDAMES,2026-01-01,2026,1,5578.537777507821
PORTUGALETE - GALDAMES,2026-02-01,2026,2,6208.057102360575
PORTUGALETE - GALDAMES,2026-03-01,2026,3,6185.82099374018
PORTUGALETE - GALDAMES,2026-04-01,2026,4,5180.92699584571
PORTUGALETE - GALDAMES,2026-05-01,2026,5,6914.212043633254
PORTUGALETE - GALDAMES,2026-06-01,2026,6,6728.1499478704045
PORTUGALETE - GALDAMES,2026-07-01,2026,7,5919.064488791577
PORTUGALETE - GALDAMES,2026-08-01,2026,8,4850.314332119781
PORTUGALETE - GALDAMES,2026-09-01,2026,9,6864.646797703997
PORTUGALETE - GALDAMES,2026-10-01,2026,10,7290.282207367463
PORTUGALETE - GALDAMES,2026-11-01,2026,11,6718.7433887731895
PORTUGALETE - GALDAMES,2026-12-01,2026,12,6077.355300881981
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-01-01,2026,1,18659.074549339184
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-02-01,2026,2,25263.81749157654
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-03-01,2026,3,25994.85587818902
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-04-01,2026,4,24567.79971376283
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-05-01,2026,5,30230.373953068465
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-06-01,2026,6,42964.03291521354
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-07-01,2026,7,53282.86966844282
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-08-01,2026,8,45715.80357567844
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-09-01,2026,9,36357.33867986266
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-10-01,2026,10,32907.98475130982
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-11-01,2026,11,27500.67546595134
PORTUGALETE - ZIERBENA - La Arena - MUSKIZ,2026-12-01,2026,12,24513.46620317156
SANTURTZI - BALMASEDA,2026-01-01,2026,1,8270.703187301622
SANTURTZI - BALMASEDA,2026-02-01,2026,2,8664.187060004544
SANTURTZI - BALMASEDA,2026-03-01,2026,3,8757.076027782357
SANTURTZI - BALMASEDA,2026-04-01,2026,4,7586.912657978709
SANTURTZI - BALMASEDA,2026-05-01,2026,5,9590.348771085835
SANTURTZI - BALMASEDA,2026-06-01,2026,6,8780.454334511855
SANTURTZI - BALMASEDA,2026-07-01,2026,7,8620.582167471319
SANTURTZI - BALMASEDA,2026-08-01,2026,8,7198.672471337543
SANTURTZI - BALMASEDA,2026-09-01,2026,9,9644.08153129063
SANTURTZI - BALMASEDA,2026-10-01,2026,10,10605.807860020805
SANTURTZI - BALMASEDA,2026-11-01,2026,11,9468.478496394817
SANTURTZI - BALMASEDA,2026-12-01,2026,12,8326.484946327748
SESTAO - Cabieces,2026-01-01,2026,1,54191.5807774754
SESTAO - Cabieces,2026-02-01,2026,2,66971.27338626893
SESTAO - Cabieces,2026-03-01,2026,3,66311.16418581636
SESTAO - Cabieces,2026-04-01,2026,4,63093.22621274338
SESTAO - Cabieces,2026-05-01,2026,5,76855.4330545862
SESTAO - Cabieces,2026-06-01,2026,6,79064.50945992711
SESTAO - Cabieces,2026-07-01,2026,7,67628.41926705098
SESTAO - Cabieces,2026-08-01,2026,8,62100.60364732507
SESTAO - Cabieces,2026-09-01,2026,9,79548.08327303155
SESTAO - Cabieces,2026-10-01,2026,10,83016.68205451958
SESTAO - Cabieces,2026-11-01,2026,11,80260.56158320815
SESTAO - Cabieces,2026-12-01,2026,12,79209.05728089015
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-01-01,2026,1,5351.553646571815
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-02-01,2026,2,7149.7065134414925
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-03-01,2026,3,6835.572699133289
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-04-01,2026,4,6319.356446132937
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-05-01,2026,5,7478.38833244818
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-06-01,2026,6,7659.076007299293
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-07-01,2026,7,6869.952876669675
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-08-01,2026,8,5612.697517457231
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-09-01,2026,9,8010.866659843965
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-10-01,2026,10,8393.417698117202
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-11-01,2026,11,7700.343458560741
SESTAO - VALLE DE TRAPAGA TRAPAGARAN,2026-12-01,2026,12,7307.68974021233
Santutxu - UPV/EHU (Autopista),2026-01-01,2026,1,9377.831080102462
Santutxu - UPV/EHU (Autopista),2026-02-01,2026,2,21441.54664238195
Santutxu - UPV/EHU (Autopista),2026-03-01,2026,3,19708.51154305252
Santutxu - UPV/EHU (Autopista),2026-04-01,2026,4,11304.312788482875
Santutxu - UPV/EHU (Autopista),2026-05-01,2026,5,13857.77062392754
Santutxu - UPV/EHU (Autopista),2026-06-01,2026,6,6050.469517169969
Santutxu - UPV/EHU (Autopista),2026-07-01,2026,7,453.2535189825455
Santutxu - UPV/EHU (Autopista),2026-08-01,2026,8,0.0
Santutxu - UPV/EHU (Autopista),2026-09-01,2026,9,19971.2493241349
Santutxu - UPV/EHU (Autopista),2026-10-01,2026,10,24774.301919571608
Santutxu - UPV/EHU (Autopista),2026-11-01,2026,11,24964.2318253446
Santutxu - UPV/EHU (Autopista),2026-12-01,2026,12,12815.699682869834
TRUCIOS TURTZIOZ - ARTZENTALES,2026-01-01,2026,1,1539.104477199735
TRUCIOS TURTZIOZ - ARTZENTALES,2026-02-01,2026,2,1605.2553809751598
TRUCIOS TURTZIOZ - ARTZENTALES,2026-03-01,2026,3,1680.9637948604702
TRUCIOS TURTZIOZ - ARTZENTALES,2026-04-01,2026,4,1280.7888735777983
TRUCIOS TURTZIOZ - ARTZENTALES,2026-05-01,2026,5,1744.5431391050545
TRUCIOS TURTZIOZ - ARTZENTALES,2026-06-01,2026,6,1845.1202924186337
TRUCIOS TURTZIOZ - ARTZENTALES,2026-07-01,2026,7,1613.5404289763324
TRUCIOS TURTZIOZ - ARTZENTALES,2026-08-01,2026,8,782.8538272869263
TRUCIOS TURTZIOZ - ARTZENTALES,2026-09-01,2026,9,1814.0024706787992
TRUCIOS TURTZIOZ - ARTZENTALES,2026-10-01,2026,10,1749.7290667043997
TRUCIOS TURTZIOZ - ARTZENTALES,2026-11-01,2026,11,1772.3484217491134
TRUCIOS TURTZIOZ - ARTZENTALES,2026-12-01,2026,12,1406.94460264935
Termibus - UPV/EHU (Autopista),2026-01-01,2026,1,34946.7891827099
Termibus - UPV/EHU (Autopista),2026-02-01,2026,2,86569.96707431365
Termibus - UPV/EHU (Autopista),2026-03-01,2026,3,80566.60251167664
Termibus - UPV/EHU (Autopista),2026-04-01,2026,4,45617.24609759382
Termibus - UPV/EHU (Autopista),2026-05-01,2026,5,55106.66263121659
Termibus - UPV/EHU (Autopista),2026-06-01,2026,6,29194.13893365927
Termibus - UPV/EHU (Autopista),2026-07-01,2026,7,12198.80997609095
Termibus - UPV/EHU (Autopista),2026-08-01,2026,8,1627.7598903279445
Termibus - UPV/EHU (Autopista),2026-09-01,2026,9,76496.6101890783
Termibus - UPV/EHU (Autopista),2026-10-01,2026,10,96154.61290980512
Termibus - UPV/EHU (Autopista),2026-11-01,2026,11,93806.14430779184
Termibus - UPV/EHU (Autopista),2026-12-01,2026,12,53776.44204941298
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-01-01,2026,1,5109.041957938003
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-02-01,2026,2,9511.239345673435
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-03-01,2026,3,9825.200712956444
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-04-01,2026,4,5271.512381169195
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-05-01,2026,5,6331.217039778308
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-06-01,2026,6,433.1584399747293
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-07-01,2026,7,0.0
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-08-01,2026,8,20.269095120594
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-09-01,2026,9,8069.3056818189425
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-10-01,2026,10,10570.883359580655
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-11-01,2026,11,11135.415379965269
UGAO MIRABALLES - BASAURI - ETXEBARRI - UPV/EHU,2026-12-01,2026,12,6101.277551408878
URIBE KOSTA - UPV/EHU,2026-01-01,2026,1,3115.940373890275
URIBE KOSTA - UPV/EHU,2026-02-01,2026,2,5258.625263094517
URIBE KOSTA - UPV/EHU,2026-03-01,2026,3,4842.83027907297
URIBE KOSTA - UPV/EHU,2026-04-01,2026,4,2895.7218978706246
URIBE KOSTA - UPV/EHU,2026-05-01,2026,5,3760.596975478348
URIBE KOSTA - UPV/EHU,2026-06-01,2026,6,348.52398361241666
URIBE KOSTA - UPV/EHU,2026-07-01,2026,7,55.65799511383741
URIBE KOSTA - UPV/EHU,2026-08-01,2026,8,0.0
URIBE KOSTA - UPV/EHU,2026-09-01,2026,9,5367.98050623343
URIBE KOSTA - UPV/EHU,2026-10-01,2026,10,6513.430126725357
URIBE KOSTA - UPV/EHU,2026-11-01,2026,11,6968.808982263745
URIBE KOSTA - UPV/EHU,2026-12-01,2026,12,3709.852599459328
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-01-01,2026,1,28943.919337819272
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-02-01,2026,2,40280.825809205686
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-03-01,2026,3,40634.8477404127
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-04-01,2026,4,33970.148879658285
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-05-01,2026,5,39703.4954428927
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-06-01,2026,6,39173.6480863512
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-07-01,2026,7,35188.39474094099
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-08-01,2026,8,27485.137395440863
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-09-01,2026,9,42428.13195170453
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-10-01,2026,10,45111.43133320624
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-11-01,2026,11,43805.00640684235
VALLE DE TRAPAGA TRAPAGARAN - SANTURTZI,2026-12-01,2026,12,40642.57488302117
Zabalburu - UPV/EHU  (Juan de Garay),2026-01-01,2026,1,11167.677666467169
Zabalburu - UPV/EHU  (Juan de Garay),2026-02-01,2026,2,25016.51140655061
Zabalburu - UPV/EHU  (Juan de Garay),2026-03-01,2026,3,22792.00378950555
Zabalburu - UPV/EHU  (Juan de Garay),2026-04-01,2026,4,13220.341562445838
Zabalburu - UPV/EHU  (Juan de Garay),2026-05-01,2026,5,16123.303040836505
Zabalburu - UPV/EHU  (Juan de Garay),2026-06-01,2026,6,8485.470819815435
Zabalburu - UPV/EHU  (Juan de Garay),2026-07-01,2026,7,1161.1973667709683
Zabalburu - UPV/EHU  (Juan de Garay),2026-08-01,2026,8,0.0
Zabalburu - UPV/EHU  (Juan de Garay),2026-09-01,2026,9,20361.80008206345
Zabalburu - UPV/EHU  (Juan de Garay),2026-10-01,2026,10,27979.941737845675
Zabalburu - UPV/EHU  (Juan de Garay),2026-11-01,2026,11,27370.22688957392
Zabalburu - UPV/EHU  (Juan de Garay),2026-12-01,2026,12,14291.156229425098
